Accelerometer-Avg__1,Accelerometer-Avg__2,Accelerometer-Avg__3,Accelerometer-Avg_Total,Accelerometer-Deviation__1,Accelerometer-Deviation__2,Accelerometer-Deviation__3,Accelerometer-Deviation_Total,Accelerometer-Skewness__1,Accelerometer-Skewness__2,Accelerometer-Skewness__3,Accelerometer-Skewness_Total,Accelerometer-Kurtosis__1,Accelerometer-Kurtosis__2,Accelerometer-Kurtosis__3,Accelerometer-Kurtosis_Total,Accelerometer-Zero__1,Accelerometer-Zero__2,Accelerometer-Zero__3,Accelerometer-Zero_Total,Accelerometer-Correlation__0__1,Accelerometer-Correlation__0__2,Accelerometer-Correlation__1__2,Accelerometer-Correlation__0__Total,Accelerometer-Correlation__1__Total,Accelerometer-Correlation__2__Total,Accelerometer-Dc__1,Accelerometer-Dc__2,Accelerometer-Dc__3,Accelerometer-Energy__1,Accelerometer-Energy__2,Accelerometer-Energy__3,Accelerometer-Entropy__1,Accelerometer-Entropy__2,Accelerometer-Entropy__3,Gyroscope-Avg__1,Gyroscope-Avg__2,Gyroscope-Avg__3,Gyroscope-Avg_Total,Gyroscope-Deviation__1,Gyroscope-Deviation__2,Gyroscope-Deviation__3,Gyroscope-Deviation_Total,Gyroscope-Skewness__1,Gyroscope-Skewness__2,Gyroscope-Skewness__3,Gyroscope-Skewness_Total,Gyroscope-Kurtosis__1,Gyroscope-Kurtosis__2,Gyroscope-Kurtosis__3,Gyroscope-Kurtosis_Total,Gyroscope-Zero__1,Gyroscope-Zero__2,Gyroscope-Zero__3,Gyroscope-Zero_Total,Gyroscope-Correlation__0__1,Gyroscope-Correlation__0__2,Gyroscope-Correlation__1__2,Gyroscope-Correlation__0__Total,Gyroscope-Correlation__1__Total,Gyroscope-Correlation__2__Total,Gyroscope-Dc__1,Gyroscope-Dc__2,Gyroscope-Dc__3,Gyroscope-Energy__1,Gyroscope-Energy__2,Gyroscope-Energy__3,Gyroscope-Entropy__1,Gyroscope-Entropy__2,Gyroscope-Entropy__3,Magnetometer-Avg__1,Magnetometer-Avg__2,Magnetometer-Avg__3,Magnetometer-Avg_Total,Magnetometer-Deviation__1,Magnetometer-Deviation__2,Magnetometer-Deviation__3,Magnetometer-Deviation_Total,Magnetometer-Skewness__1,Magnetometer-Skewness__2,Magnetometer-Skewness__3,Magnetometer-Skewness_Total,Magnetometer-Kurtosis__1,Magnetometer-Kurtosis__2,Magnetometer-Kurtosis__3,Magnetometer-Kurtosis_Total,Magnetometer-Zero__1,Magnetometer-Zero__2,Magnetometer-Zero__3,Magnetometer-Zero_Total,Magnetometer-Correlation__0__1,Magnetometer-Correlation__0__2,Magnetometer-Correlation__1__2,Magnetometer-Correlation__0__Total,Magnetometer-Correlation__1__Total,Magnetometer-Correlation__2__Total,Magnetometer-Dc__1,Magnetometer-Dc__2,Magnetometer-Dc__3,Magnetometer-Energy__1,Magnetometer-Energy__2,Magnetometer-Energy__3,Magnetometer-Entropy__1,Magnetometer-Entropy__2,Magnetometer-Entropy__3,action,participant
-0.126107,0.291955,0.946393,0.370747,0.002494,0.008278,0.003506,0.004759,0.143123,-1.495782,0.837472,-0.171729,1.033312,5.051133,1.245038,2.443161,0.000000,0.000000,0.000000,0.000000,0.123883,-0.264746,-0.795265,0.544488,1.218385,-0.785289,1.781442,9.550794,100.314601,1.781834,9.554323,100.315234,-1.810640,-10.445381,-961.534549,-0.126107,0.291955,0.946393,0.370747,0.002494,0.008278,0.003506,0.004759,0.143123,-1.495782,0.837472,-0.171729,1.033312,5.051133,1.245038,2.443161,0.000000,0.000000,0.000000,0.000000,0.123883,-0.264746,-0.795265,0.544488,1.218385,-0.785289,1.781442,9.550794,100.314601,1.781834,9.554323,100.315234,-1.810640,-10.445381,-961.534549,-0.126107,0.291955,0.946393,0.370747,0.002494,0.008278,0.003506,0.004759,0.143123,-1.495782,0.837472,-0.171729,1.033312,5.051133,1.245038,2.443161,0.000000,0.000000,0.000000,0.000000,0.123883,-0.264746,-0.795265,0.544488,1.218385,-0.785289,1.781442,9.550794,100.314601,1.781834,9.554323,100.315234,-1.810640,-10.445381,-961.534549,shortSeat,A
-0.127134,0.293625,0.945759,0.370750,0.001892,0.007530,0.003371,0.004264,-0.224252,-0.098920,0.277572,-0.015200,0.821644,1.110152,1.578352,1.170049,0.000000,0.000000,0.000000,0.000000,0.426996,-0.339645,-0.795430,0.929250,1.326534,-0.764837,1.810409,9.658892,100.180117,1.810661,9.662502,100.180787,-1.840414,-10.574816,-949.322780,-0.127134,0.293625,0.945759,0.370750,0.001892,0.007530,0.003371,0.004264,-0.224252,-0.098920,0.277572,-0.015200,0.821644,1.110152,1.578352,1.170049,0.000000,0.000000,0.000000,0.000000,0.426996,-0.339645,-0.795430,0.929250,1.326534,-0.764837,1.810409,9.658892,100.180117,1.810661,9.662502,100.180787,-1.840414,-10.574816,-949.322780,-0.127134,0.293625,0.945759,0.370750,0.001892,0.007530,0.003371,0.004264,-0.224252,-0.098920,0.277572,-0.015200,0.821644,1.110152,1.578352,1.170049,0.000000,0.000000,0.000000,0.000000,0.426996,-0.339645,-0.795430,0.929250,1.326534,-0.764837,1.810409,9.658892,100.180117,1.810661,9.662502,100.180787,-1.840414,-10.574816,-949.322780,shortSeat,A
-0.126714,0.267598,0.953205,0.364696,0.005936,0.034990,0.011922,0.017616,0.443059,-1.407774,1.259218,0.098168,6.633199,1.165987,1.113939,2.971042,0.000000,0.000000,0.000000,0.000000,0.461910,-0.429399,-0.962980,0.963863,1.490228,-1.380687,1.799590,8.060196,101.768888,1.802276,8.157311,101.779169,-1.831752,-8.798105,-1115.297467,-0.126714,0.267598,0.953205,0.364696,0.005936,0.034990,0.011922,0.017616,0.443059,-1.407774,1.259218,0.098168,6.633199,1.165987,1.113939,2.971042,0.000000,0.000000,0.000000,0.000000,0.461910,-0.429399,-0.962980,0.963863,1.490228,-1.380687,1.799590,8.060196,101.768888,1.802276,8.157311,101.779169,-1.831752,-8.798105,-1115.297467,-0.126714,0.267598,0.953205,0.364696,0.005936,0.034990,0.011922,0.017616,0.443059,-1.407774,1.259218,0.098168,6.633199,1.165987,1.113939,2.971042,0.000000,0.000000,0.000000,0.000000,0.461910,-0.429399,-0.962980,0.963863,1.490228,-1.380687,1.799590,8.060196,101.768888,1.802276,8.157311,101.779169,-1.831752,-8.798105,-1115.297467,shortSeat,A
-0.121723,0.300750,0.943821,0.374283,0.001749,0.006303,0.002582,0.003544,-0.047540,-0.290450,0.289238,-0.016251,0.392082,-0.310966,-0.108008,-0.008964,0.000000,0.000000,0.000000,0.000000,-0.122542,-0.004874,-0.881842,0.271877,1.075498,-0.842174,1.659618,10.132858,99.769938,1.659795,10.134912,99.770222,-1.684763,-11.143270,-913.693189,-0.121723,0.300750,0.943821,0.374283,0.001749,0.006303,0.002582,0.003544,-0.047540,-0.290450,0.289238,-0.016251,0.392082,-0.310966,-0.108008,-0.008964,0.000000,0.000000,0.000000,0.000000,-0.122542,-0.004874,-0.881842,0.271877,1.075498,-0.842174,1.659618,10.132858,99.769938,1.659795,10.134912,99.770222,-1.684763,-11.143270,-913.693189,-0.121723,0.300750,0.943821,0.374283,0.001749,0.006303,0.002582,0.003544,-0.047540,-0.290450,0.289238,-0.016251,0.392082,-0.310966,-0.108008,-0.008964,0.000000,0.000000,0.000000,0.000000,-0.122542,-0.004874,-0.881842,0.271877,1.075498,-0.842174,1.659618,10.132858,99.769938,1.659795,10.134912,99.770222,-1.684763,-11.143270,-913.693189,shortSeat,A
-0.121937,0.304161,0.942866,0.375030,0.001453,0.005180,0.002377,0.003004,-0.201354,-0.280191,0.192247,-0.096432,-0.430514,-0.216630,-0.114729,-0.253957,0.000000,0.000000,0.000000,0.000000,-0.204146,0.064444,-0.838591,0.182812,0.962070,-0.623544,1.665450,10.363248,99.567952,1.665537,10.364544,99.568233,-1.690679,-11.421496,-897.027920,-0.121937,0.304161,0.942866,0.375030,0.001453,0.005180,0.002377,0.003004,-0.201354,-0.280191,0.192247,-0.096432,-0.430514,-0.216630,-0.114729,-0.253957,0.000000,0.000000,0.000000,0.000000,-0.204146,0.064444,-0.838591,0.182812,0.962070,-0.623544,1.665450,10.363248,99.567952,1.665537,10.364544,99.568233,-1.690679,-11.421496,-897.027920,-0.121937,0.304161,0.942866,0.375030,0.001453,0.005180,0.002377,0.003004,-0.201354,-0.280191,0.192247,-0.096432,-0.430514,-0.216630,-0.114729,-0.253957,0.000000,0.000000,0.000000,0.000000,-0.204146,0.064444,-0.838591,0.182812,0.962070,-0.623544,1.665450,10.363248,99.567952,1.665537,10.364544,99.568233,-1.690679,-11.421496,-897.027920,shortSeat,A
-0.121643,0.305295,0.942482,0.375378,0.003125,0.004449,0.002283,0.003286,6.277225,-0.370908,0.120796,2.009038,55.399832,0.501677,0.104222,18.668577,0.000000,0.000000,0.000000,0.000000,-0.041602,-0.024132,-0.713518,0.877910,0.818686,-0.294202,1.657755,10.439844,99.486816,1.658356,10.441157,99.487114,-1.683280,-11.514601,-890.486557,-0.121643,0.305295,0.942482,0.375378,0.003125,0.004449,0.002283,0.003286,6.277225,-0.370908,0.120796,2.009038,55.399832,0.501677,0.104222,18.668577,0.000000,0.000000,0.000000,0.000000,-0.041602,-0.024132,-0.713518,0.877910,0.818686,-0.294202,1.657755,10.439844,99.486816,1.658356,10.441157,99.487114,-1.683280,-11.514601,-890.486557,-0.121643,0.305295,0.942482,0.375378,0.003125,0.004449,0.002283,0.003286,6.277225,-0.370908,0.120796,2.009038,55.399832,0.501677,0.104222,18.668577,0.000000,0.000000,0.000000,0.000000,-0.041602,-0.024132,-0.713518,0.877910,0.818686,-0.294202,1.657755,10.439844,99.486816,1.658356,10.441157,99.487114,-1.683280,-11.514601,-890.486557,shortSeat,A
-0.122955,0.302973,0.943116,0.374378,0.001466,0.003963,0.001912,0.002447,0.130207,-0.309463,0.089529,-0.029909,-0.337711,0.513216,-0.045087,0.043473,0.000000,0.000000,0.000000,0.000000,-0.148847,-0.106944,-0.714816,0.274556,0.971713,-0.440297,1.693334,10.281673,99.620585,1.693459,10.282549,99.620817,-1.719457,-11.322005,-901.314045,-0.122955,0.302973,0.943116,0.374378,0.001466,0.003963,0.001912,0.002447,0.130207,-0.309463,0.089529,-0.029909,-0.337711,0.513216,-0.045087,0.043473,0.000000,0.000000,0.000000,0.000000,-0.148847,-0.106944,-0.714816,0.274556,0.971713,-0.440297,1.693334,10.281673,99.620585,1.693459,10.282549,99.620817,-1.719457,-11.322005,-901.314045,-0.122955,0.302973,0.943116,0.374378,0.001466,0.003963,0.001912,0.002447,0.130207,-0.309463,0.089529,-0.029909,-0.337711,0.513216,-0.045087,0.043473,0.000000,0.000000,0.000000,0.000000,-0.148847,-0.106944,-0.714816,0.274556,0.971713,-0.440297,1.693334,10.281673,99.620585,1.693459,10.282549,99.620817,-1.719457,-11.322005,-901.314045,shortSeat,A
-0.123179,0.303027,0.943045,0.374298,0.001928,0.006260,0.002867,0.003685,0.345095,-0.135576,0.668402,0.292641,-0.347229,1.144955,1.212806,0.670177,0.000000,0.000000,0.000000,0.000000,0.005574,-0.192349,-0.869101,0.383056,1.025397,-0.798921,1.699627,10.287106,99.605844,1.699788,10.288815,99.606239,-1.725983,-11.329602,-900.122148,-0.123179,0.303027,0.943045,0.374298,0.001928,0.006260,0.002867,0.003685,0.345095,-0.135576,0.668402,0.292641,-0.347229,1.144955,1.212806,0.670177,0.000000,0.000000,0.000000,0.000000,0.005574,-0.192349,-0.869101,0.383056,1.025397,-0.798921,1.699627,10.287106,99.605844,1.699788,10.288815,99.606239,-1.725983,-11.329602,-900.122148,-0.123179,0.303027,0.943045,0.374298,0.001928,0.006260,0.002867,0.003685,0.345095,-0.135576,0.668402,0.292641,-0.347229,1.144955,1.212806,0.670177,0.000000,0.000000,0.000000,0.000000,0.005574,-0.192349,-0.869101,0.383056,1.025397,-0.798921,1.699627,10.287106,99.605844,1.699788,10.288815,99.606239,-1.725983,-11.329602,-900.122148,shortSeat,A
-0.124518,0.305429,0.941955,0.374289,0.004162,0.022067,0.009624,0.011951,-2.083319,1.395829,-1.558037,-0.748509,10.976899,14.734599,12.667086,12.792862,0.000000,0.000000,0.000000,0.000000,0.097789,-0.350121,-0.924712,0.246874,1.135884,-1.024114,1.737513,10.468923,99.379231,1.738466,10.502638,99.385721,-1.765876,-11.589419,-882.428615,-0.124518,0.305429,0.941955,0.374289,0.004162,0.022067,0.009624,0.011951,-2.083319,1.395829,-1.558037,-0.748509,10.976899,14.734599,12.667086,12.792862,0.000000,0.000000,0.000000,0.000000,0.097789,-0.350121,-0.924712,0.246874,1.135884,-1.024114,1.737513,10.468923,99.379231,1.738466,10.502638,99.385721,-1.765876,-11.589419,-882.428615,-0.124518,0.305429,0.941955,0.374289,0.004162,0.022067,0.009624,0.011951,-2.083319,1.395829,-1.558037,-0.748509,10.976899,14.734599,12.667086,12.792862,0.000000,0.000000,0.000000,0.000000,0.097789,-0.350121,-0.924712,0.246874,1.135884,-1.024114,1.737513,10.468923,99.379231,1.738466,10.502638,99.385721,-1.765876,-11.589419,-882.428615,shortSeat,A
-0.124464,0.308027,0.941241,0.374935,0.004516,0.019052,0.007686,0.010418,0.067170,1.325801,-0.771295,0.207225,2.212361,7.158097,6.028034,5.132831,0.000000,0.000000,0.000000,0.000000,0.100603,-0.216722,-0.951083,0.457541,1.170710,-1.095496,1.736046,10.647248,99.228062,1.737316,10.667271,99.231309,-1.764689,-11.790212,-870.402973,-0.124464,0.308027,0.941241,0.374935,0.004516,0.019052,0.007686,0.010418,0.067170,1.325801,-0.771295,0.207225,2.212361,7.158097,6.028034,5.132831,0.000000,0.000000,0.000000,0.000000,0.100603,-0.216722,-0.951083,0.457541,1.170710,-1.095496,1.736046,10.647248,99.228062,1.737316,10.667271,99.231309,-1.764689,-11.790212,-870.402973,-0.124464,0.308027,0.941241,0.374935,0.004516,0.019052,0.007686,0.010418,0.067170,1.325801,-0.771295,0.207225,2.212361,7.158097,6.028034,5.132831,0.000000,0.000000,0.000000,0.000000,0.100603,-0.216722,-0.951083,0.457541,1.170710,-1.095496,1.736046,10.647248,99.228062,1.737316,10.667271,99.231309,-1.764689,-11.790212,-870.402973,shortSeat,A
-0.711796,0.313097,0.178460,-0.073413,0.373344,0.250596,0.559542,0.394494,0.173572,-0.095083,0.147338,0.075275,-0.979235,-0.751329,-1.446327,-1.058964,0.000000,0.070796,0.061947,0.044248,0.400148,0.880937,0.423287,2.450077,1.614311,2.520972,60.353008,13.507847,6.270238,73.002489,18.173612,38.977732,-206.244865,-21.656611,-59.502145,-0.711796,0.313097,0.178460,-0.073413,0.373344,0.250596,0.559542,0.394494,0.173572,-0.095083,0.147338,0.075275,-0.979235,-0.751329,-1.446327,-1.058964,0.000000,0.070796,0.061947,0.044248,0.400148,0.880937,0.423287,2.450077,1.614311,2.520972,60.353008,13.507847,6.270238,73.002489,18.173612,38.977732,-206.244865,-21.656611,-59.502145,-0.711796,0.313097,0.178460,-0.073413,0.373344,0.250596,0.559542,0.394494,0.173572,-0.095083,0.147338,0.075275,-0.979235,-0.751329,-1.446327,-1.058964,0.000000,0.070796,0.061947,0.044248,0.400148,0.880937,0.423287,2.450077,1.614311,2.520972,60.353008,13.507847,6.270238,73.002489,18.173612,38.977732,-206.244865,-21.656611,-59.502145,shortSitting,A
-0.784877,0.181640,0.106965,-0.165424,0.376815,0.321712,0.485336,0.394621,0.263138,-0.263904,0.057126,0.018787,-0.433882,-0.863647,-0.651964,-0.649831,0.000000,0.070175,0.017544,0.029240,0.436187,0.733042,0.835476,2.212030,2.259281,2.610960,77.553202,5.948260,11.310388,86.414518,15.560033,28.157112,-357.117380,-18.019549,-37.392856,-0.784877,0.181640,0.106965,-0.165424,0.376815,0.321712,0.485336,0.394621,0.263138,-0.263904,0.057126,0.018787,-0.433882,-0.863647,-0.651964,-0.649831,0.000000,0.070175,0.017544,0.029240,0.436187,0.733042,0.835476,2.212030,2.259281,2.610960,77.553202,5.948260,11.310388,86.414518,15.560033,28.157112,-357.117380,-18.019549,-37.392856,-0.784877,0.181640,0.106965,-0.165424,0.376815,0.321712,0.485336,0.394621,0.263138,-0.263904,0.057126,0.018787,-0.433882,-0.863647,-0.651964,-0.649831,0.000000,0.070175,0.017544,0.029240,0.436187,0.733042,0.835476,2.212030,2.259281,2.610960,77.553202,5.948260,11.310388,86.414518,15.560033,28.157112,-357.117380,-18.019549,-37.392856,shortSitting,A
-0.753965,0.253469,0.194566,-0.101976,0.414070,0.278145,0.453490,0.381902,-0.212890,-0.058053,0.347951,0.025669,-0.015579,-0.710670,-1.120091,-0.615447,0.000000,0.053097,0.070796,0.041298,0.478264,0.751064,0.604666,2.324412,1.964878,2.442169,71.947275,9.358043,10.090714,83.610572,16.002076,27.516584,-321.475962,-18.641993,-36.374003,-0.753965,0.253469,0.194566,-0.101976,0.414070,0.278145,0.453490,0.381902,-0.212890,-0.058053,0.347951,0.025669,-0.015579,-0.710670,-1.120091,-0.615447,0.000000,0.053097,0.070796,0.041298,0.478264,0.751064,0.604666,2.324412,1.964878,2.442169,71.947275,9.358043,10.090714,83.610572,16.002076,27.516584,-321.475962,-18.641993,-36.374003,-0.753965,0.253469,0.194566,-0.101976,0.414070,0.278145,0.453490,0.381902,-0.212890,-0.058053,0.347951,0.025669,-0.015579,-0.710670,-1.120091,-0.615447,0.000000,0.053097,0.070796,0.041298,0.478264,0.751064,0.604666,2.324412,1.964878,2.442169,71.947275,9.358043,10.090714,83.610572,16.002076,27.516584,-321.475962,-18.641993,-36.374003,shortSitting,A
-0.950252,0.022139,-0.157270,-0.361794,0.079015,0.200137,0.225230,0.168128,0.625662,-0.243385,-0.617828,-0.078517,0.048217,-1.537503,-1.195222,-0.894836,0.000000,0.026087,0.034783,0.020290,-0.275922,-0.402307,0.938014,-0.397429,2.317313,2.267167,104.201340,0.247055,3.443515,104.560599,4.662680,8.678172,-1151.835137,-4.859717,-9.386499,-0.950252,0.022139,-0.157270,-0.361794,0.079015,0.200137,0.225230,0.168128,0.625662,-0.243385,-0.617828,-0.078517,0.048217,-1.537503,-1.195222,-0.894836,0.000000,0.026087,0.034783,0.020290,-0.275922,-0.402307,0.938014,-0.397429,2.317313,2.267167,104.201340,0.247055,3.443515,104.560599,4.662680,8.678172,-1151.835137,-4.859717,-9.386499,-0.950252,0.022139,-0.157270,-0.361794,0.079015,0.200137,0.225230,0.168128,0.625662,-0.243385,-0.617828,-0.078517,0.048217,-1.537503,-1.195222,-0.894836,0.000000,0.026087,0.034783,0.020290,-0.275922,-0.402307,0.938014,-0.397429,2.317313,2.267167,104.201340,0.247055,3.443515,104.560599,4.662680,8.678172,-1151.835137,-4.859717,-9.386499,shortSitting,A
-0.937319,0.126593,-0.063460,-0.291395,0.205509,0.306230,0.264150,0.258630,0.524919,-0.116954,-0.318984,0.029660,1.203397,0.869451,-0.369097,0.567917,0.000000,0.079646,0.053097,0.044248,0.212500,0.476709,0.591120,1.533102,1.956640,2.100055,101.401183,8.793810,6.267165,104.050417,12.407691,8.339649,-1313.770387,-13.938134,-9.004177,-0.937319,0.126593,-0.063460,-0.291395,0.205509,0.306230,0.264150,0.258630,0.524919,-0.116954,-0.318984,0.029660,1.203397,0.869451,-0.369097,0.567917,0.000000,0.079646,0.053097,0.044248,0.212500,0.476709,0.591120,1.533102,1.956640,2.100055,101.401183,8.793810,6.267165,104.050417,12.407691,8.339649,-1313.770387,-13.938134,-9.004177,-0.937319,0.126593,-0.063460,-0.291395,0.205509,0.306230,0.264150,0.258630,0.524919,-0.116954,-0.318984,0.029660,1.203397,0.869451,-0.369097,0.567917,0.000000,0.079646,0.053097,0.044248,0.212500,0.476709,0.591120,1.533102,1.956640,2.100055,101.401183,8.793810,6.267165,104.050417,12.407691,8.339649,-1313.770387,-13.938134,-9.004177,shortSitting,A
-0.785407,0.210770,0.100044,-0.158198,0.348557,0.340345,0.410965,0.366622,0.661092,0.153939,0.320873,0.378635,-0.146418,-1.340247,-1.206526,-0.897730,0.000000,0.106195,0.017699,0.041298,0.707247,0.810093,0.917566,2.515354,2.629268,2.742924,75.123895,7.534349,6.720996,83.434277,18.109251,20.215777,-318.885261,-21.565278,-24.620380,-0.785407,0.210770,0.100044,-0.158198,0.348557,0.340345,0.410965,0.366622,0.661092,0.153939,0.320873,0.378635,-0.146418,-1.340247,-1.206526,-0.897730,0.000000,0.106195,0.017699,0.041298,0.707247,0.810093,0.917566,2.515354,2.629268,2.742924,75.123895,7.534349,6.720996,83.434277,18.109251,20.215777,-318.885261,-21.565278,-24.620380,-0.785407,0.210770,0.100044,-0.158198,0.348557,0.340345,0.410965,0.366622,0.661092,0.153939,0.320873,0.378635,-0.146418,-1.340247,-1.206526,-0.897730,0.000000,0.106195,0.017699,0.041298,0.707247,0.810093,0.917566,2.515354,2.629268,2.742924,75.123895,7.534349,6.720996,83.434277,18.109251,20.215777,-318.885261,-21.565278,-24.620380,shortSitting,A
-0.812496,0.178761,0.090363,-0.181124,0.317411,0.261915,0.472858,0.350728,0.726843,-0.029618,0.253994,0.317073,-0.304206,-0.827087,-0.683481,-0.604925,0.000000,0.088496,0.053097,0.047198,0.459033,0.738081,0.724167,2.242895,2.138539,2.556977,79.762945,6.277350,15.119957,85.981554,11.362738,26.188877,-359.603051,-12.633058,-34.089446,-0.812496,0.178761,0.090363,-0.181124,0.317411,0.261915,0.472858,0.350728,0.726843,-0.029618,0.253994,0.317073,-0.304206,-0.827087,-0.683481,-0.604925,0.000000,0.088496,0.053097,0.047198,0.459033,0.738081,0.724167,2.242895,2.138539,2.556977,79.762945,6.277350,15.119957,85.981554,11.362738,26.188877,-359.603051,-12.633058,-34.089446,-0.812496,0.178761,0.090363,-0.181124,0.317411,0.261915,0.472858,0.350728,0.726843,-0.029618,0.253994,0.317073,-0.304206,-0.827087,-0.683481,-0.604925,0.000000,0.088496,0.053097,0.047198,0.459033,0.738081,0.724167,2.242895,2.138539,2.556977,79.762945,6.277350,15.119957,85.981554,11.362738,26.188877,-359.603051,-12.633058,-34.089446,shortSitting,A
-0.741779,0.233947,0.158319,-0.116504,0.413629,0.353342,0.491526,0.419499,0.019754,-0.266992,-0.125526,-0.124255,-0.846776,-0.827690,-0.949406,-0.874624,0.000000,0.053097,0.070796,0.041298,0.538285,0.750016,0.763087,2.318194,2.267156,2.553964,69.121620,8.668673,8.528970,81.509643,20.292704,30.132852,-292.489211,-24.734575,-41.090014,-0.741779,0.233947,0.158319,-0.116504,0.413629,0.353342,0.491526,0.419499,0.019754,-0.266992,-0.125526,-0.124255,-0.846776,-0.827690,-0.949406,-0.874624,0.000000,0.053097,0.070796,0.041298,0.538285,0.750016,0.763087,2.318194,2.267156,2.553964,69.121620,8.668673,8.528970,81.509643,20.292704,30.132852,-292.489211,-24.734575,-41.090014,-0.741779,0.233947,0.158319,-0.116504,0.413629,0.353342,0.491526,0.419499,0.019754,-0.266992,-0.125526,-0.124255,-0.846776,-0.827690,-0.949406,-0.874624,0.000000,0.053097,0.070796,0.041298,0.538285,0.750016,0.763087,2.318194,2.267156,2.553964,69.121620,8.668673,8.528970,81.509643,20.292704,30.132852,-292.489211,-24.734575,-41.090014,shortSitting,A
-0.819973,0.194696,0.091357,-0.177973,0.372807,0.320433,0.476964,0.390068,0.123758,-0.725185,-0.015765,-0.205731,0.063606,0.040409,-0.200237,-0.032074,0.000000,0.089286,0.107143,0.065476,0.446949,0.742843,0.805688,2.231236,2.233823,2.594599,81.951687,9.498098,13.053943,90.870189,15.745442,26.414218,-481.663616,-18.321101,-34.566400,-0.819973,0.194696,0.091357,-0.177973,0.372807,0.320433,0.476964,0.390068,0.123758,-0.725185,-0.015765,-0.205731,0.063606,0.040409,-0.200237,-0.032074,0.000000,0.089286,0.107143,0.065476,0.446949,0.742843,0.805688,2.231236,2.233823,2.594599,81.951687,9.498098,13.053943,90.870189,15.745442,26.414218,-481.663616,-18.321101,-34.566400,-0.819973,0.194696,0.091357,-0.177973,0.372807,0.320433,0.476964,0.390068,0.123758,-0.725185,-0.015765,-0.205731,0.063606,0.040409,-0.200237,-0.032074,0.000000,0.089286,0.107143,0.065476,0.446949,0.742843,0.805688,2.231236,2.233823,2.594599,81.951687,9.498098,13.053943,90.870189,15.745442,26.414218,-481.663616,-18.321101,-34.566400,shortSitting,A
-0.750345,0.143389,0.109106,-0.165950,0.345672,0.313667,0.543772,0.401037,0.279409,-0.419094,0.233246,0.031187,-1.022836,-0.381802,-1.268538,-0.891059,0.000000,0.088496,0.053097,0.047198,0.529551,0.849721,0.760900,2.428278,2.270299,2.683458,68.174897,3.588234,7.350391,77.123291,13.441037,34.757869,-242.913359,-15.255655,-50.198520,-0.750345,0.143389,0.109106,-0.165950,0.345672,0.313667,0.543772,0.401037,0.279409,-0.419094,0.233246,0.031187,-1.022836,-0.381802,-1.268538,-0.891059,0.000000,0.088496,0.053097,0.047198,0.529551,0.849721,0.760900,2.428278,2.270299,2.683458,68.174897,3.588234,7.350391,77.123291,13.441037,34.757869,-242.913359,-15.255655,-50.198520,-0.750345,0.143389,0.109106,-0.165950,0.345672,0.313667,0.543772,0.401037,0.279409,-0.419094,0.233246,0.031187,-1.022836,-0.381802,-1.268538,-0.891059,0.000000,0.088496,0.053097,0.047198,0.529551,0.849721,0.760900,2.428278,2.270299,2.683458,68.174897,3.588234,7.350391,77.123291,13.441037,34.757869,-242.913359,-15.255655,-50.198520,shortSitting,A
-0.791982,0.186027,0.296434,-0.103174,0.346831,0.163294,0.383828,0.297984,0.689722,0.209168,0.626179,0.508356,-0.302325,-1.187504,-1.348402,-0.946077,0.000000,0.070796,0.061947,0.044248,0.616345,0.855361,0.868314,2.603452,2.383832,2.759488,76.524856,4.826976,15.290693,84.470646,6.923591,26.577217,-334.574102,-7.375493,-34.750391,-0.791982,0.186027,0.296434,-0.103174,0.346831,0.163294,0.383828,0.297984,0.689722,0.209168,0.626179,0.508356,-0.302325,-1.187504,-1.348402,-0.946077,0.000000,0.070796,0.061947,0.044248,0.616345,0.855361,0.868314,2.603452,2.383832,2.759488,76.524856,4.826976,15.290693,84.470646,6.923591,26.577217,-334.574102,-7.375493,-34.750391,-0.791982,0.186027,0.296434,-0.103174,0.346831,0.163294,0.383828,0.297984,0.689722,0.209168,0.626179,0.508356,-0.302325,-1.187504,-1.348402,-0.946077,0.000000,0.070796,0.061947,0.044248,0.616345,0.855361,0.868314,2.603452,2.383832,2.759488,76.524856,4.826976,15.290693,84.470646,6.923591,26.577217,-334.574102,-7.375493,-34.750391,shortStanding,A
-0.949823,0.196044,0.137283,-0.205499,0.177700,0.155361,0.219672,0.184244,-0.144035,0.636206,1.217058,0.569743,1.809093,1.399322,1.436625,1.548347,0.000000,0.008850,0.070796,0.026549,0.349995,0.573307,0.454236,1.943153,1.722377,2.128257,104.198781,6.097023,5.286741,105.512722,7.070453,7.582565,-1592.426191,-7.542383,-8.127971,-0.949823,0.196044,0.137283,-0.205499,0.177700,0.155361,0.219672,0.184244,-0.144035,0.636206,1.217058,0.569743,1.809093,1.399322,1.436625,1.548347,0.000000,0.008850,0.070796,0.026549,0.349995,0.573307,0.454236,1.943153,1.722377,2.128257,104.198781,6.097023,5.286741,105.512722,7.070453,7.582565,-1592.426191,-7.542383,-8.127971,-0.949823,0.196044,0.137283,-0.205499,0.177700,0.155361,0.219672,0.184244,-0.144035,0.636206,1.217058,0.569743,1.809093,1.399322,1.436625,1.548347,0.000000,0.008850,0.070796,0.026549,0.349995,0.573307,0.454236,1.943153,1.722377,2.128257,104.198781,6.097023,5.286741,105.512722,7.070453,7.582565,-1592.426191,-7.542383,-8.127971,shortStanding,A
