Accelerometer-Avg__1,Accelerometer-Avg__2,Accelerometer-Avg__3,Accelerometer-Avg_Total,Accelerometer-Deviation__1,Accelerometer-Deviation__2,Accelerometer-Deviation__3,Accelerometer-Deviation_Total,Accelerometer-Skewness__1,Accelerometer-Skewness__2,Accelerometer-Skewness__3,Accelerometer-Skewness_Total,Accelerometer-Kurtosis__1,Accelerometer-Kurtosis__2,Accelerometer-Kurtosis__3,Accelerometer-Kurtosis_Total,Accelerometer-Zero__1,Accelerometer-Zero__2,Accelerometer-Zero__3,Accelerometer-Zero_Total,Accelerometer-Correlation__0__1,Accelerometer-Correlation__0__2,Accelerometer-Correlation__1__2,Accelerometer-Correlation__0__Total,Accelerometer-Correlation__1__Total,Accelerometer-Correlation__2__Total,Accelerometer-Dc__1,Accelerometer-Dc__2,Accelerometer-Dc__3,Accelerometer-Energy__1,Accelerometer-Energy__2,Accelerometer-Energy__3,Accelerometer-Entropy__1,Accelerometer-Entropy__2,Accelerometer-Entropy__3,Gyroscope-Avg__1,Gyroscope-Avg__2,Gyroscope-Avg__3,Gyroscope-Avg_Total,Gyroscope-Deviation__1,Gyroscope-Deviation__2,Gyroscope-Deviation__3,Gyroscope-Deviation_Total,Gyroscope-Skewness__1,Gyroscope-Skewness__2,Gyroscope-Skewness__3,Gyroscope-Skewness_Total,Gyroscope-Kurtosis__1,Gyroscope-Kurtosis__2,Gyroscope-Kurtosis__3,Gyroscope-Kurtosis_Total,Gyroscope-Zero__1,Gyroscope-Zero__2,Gyroscope-Zero__3,Gyroscope-Zero_Total,Gyroscope-Correlation__0__1,Gyroscope-Correlation__0__2,Gyroscope-Correlation__1__2,Gyroscope-Correlation__0__Total,Gyroscope-Correlation__1__Total,Gyroscope-Correlation__2__Total,Gyroscope-Dc__1,Gyroscope-Dc__2,Gyroscope-Dc__3,Gyroscope-Energy__1,Gyroscope-Energy__2,Gyroscope-Energy__3,Gyroscope-Entropy__1,Gyroscope-Entropy__2,Gyroscope-Entropy__3,Magnetometer-Avg__1,Magnetometer-Avg__2,Magnetometer-Avg__3,Magnetometer-Avg_Total,Magnetometer-Deviation__1,Magnetometer-Deviation__2,Magnetometer-Deviation__3,Magnetometer-Deviation_Total,Magnetometer-Skewness__1,Magnetometer-Skewness__2,Magnetometer-Skewness__3,Magnetometer-Skewness_Total,Magnetometer-Kurtosis__1,Magnetometer-Kurtosis__2,Magnetometer-Kurtosis__3,Magnetometer-Kurtosis_Total,Magnetometer-Zero__1,Magnetometer-Zero__2,Magnetometer-Zero__3,Magnetometer-Zero_Total,Magnetometer-Correlation__0__1,Magnetometer-Correlation__0__2,Magnetometer-Correlation__1__2,Magnetometer-Correlation__0__Total,Magnetometer-Correlation__1__Total,Magnetometer-Correlation__2__Total,Magnetometer-Dc__1,Magnetometer-Dc__2,Magnetometer-Dc__3,Magnetometer-Energy__1,Magnetometer-Energy__2,Magnetometer-Energy__3,Magnetometer-Entropy__1,Magnetometer-Entropy__2,Magnetometer-Entropy__3,action,participant
-0.215080,1.020133,0.072540,0.292531,0.787214,1.454325,0.247024,0.829521,-0.496648,0.918826,1.709561,0.710580,-0.679406,-0.312668,4.276747,1.094891,0.053097,0.088496,0.212389,0.117994,-0.498114,-0.404223,0.438519,-0.044674,1.411089,0.683001,41.115384,185.866371,4.201048,75.254070,356.597859,7.489961,-225.288128,165.418359,-8.021659,-0.215080,1.020133,0.072540,0.292531,0.787214,1.454325,0.247024,0.829521,-0.496648,0.918826,1.709561,0.710580,-0.679406,-0.312668,4.276747,1.094891,0.053097,0.088496,0.212389,0.117994,-0.498114,-0.404223,0.438519,-0.044674,1.411089,0.683001,41.115384,185.866371,4.201048,75.254070,356.597859,7.489961,-225.288128,165.418359,-8.021659,-0.215080,1.020133,0.072540,0.292531,0.787214,1.454325,0.247024,0.829521,-0.496648,0.918826,1.709561,0.710580,-0.679406,-0.312668,4.276747,1.094891,0.053097,0.088496,0.212389,0.117994,-0.498114,-0.404223,0.438519,-0.044674,1.411089,0.683001,41.115384,185.866371,4.201048,75.254070,356.597859,7.489961,-225.288128,165.418359,-8.021659,shortRunning,E
-0.346363,0.904460,-0.057460,0.166879,0.794495,1.489899,0.284482,0.856292,-0.272642,1.009965,0.089748,0.275690,-0.404489,-0.154047,1.821704,0.421056,0.044248,0.097345,0.159292,0.100295,-0.300671,-0.351077,-0.070325,0.288045,1.437606,-0.115876,48.392472,133.619351,4.994949,84.884457,343.276696,9.518203,-341.161600,168.450683,-10.393682,-0.346363,0.904460,-0.057460,0.166879,0.794495,1.489899,0.284482,0.856292,-0.272642,1.009965,0.089748,0.275690,-0.404489,-0.154047,1.821704,0.421056,0.044248,0.097345,0.159292,0.100295,-0.300671,-0.351077,-0.070325,0.288045,1.437606,-0.115876,48.392472,133.619351,4.994949,84.884457,343.276696,9.518203,-341.161600,168.450683,-10.393682,-0.346363,0.904460,-0.057460,0.166879,0.794495,1.489899,0.284482,0.856292,-0.272642,1.009965,0.089748,0.275690,-0.404489,-0.154047,1.821704,0.421056,0.044248,0.097345,0.159292,0.100295,-0.300671,-0.351077,-0.070325,0.288045,1.437606,-0.115876,48.392472,133.619351,4.994949,84.884457,343.276696,9.518203,-341.161600,168.450683,-10.393682,shortRunning,E
-0.189407,0.876071,0.107602,0.264755,0.750721,1.507992,0.497124,0.918612,-0.250671,0.917895,1.742207,0.803144,-0.736859,-0.332313,3.609519,0.846782,0.061947,0.088496,0.203540,0.117994,-0.121100,-0.517745,0.298304,0.338249,1.704064,0.607745,15.999704,257.830508,13.511882,67.738639,343.693858,29.234233,-169.117014,168.350412,-39.436973,-0.189407,0.876071,0.107602,0.264755,0.750721,1.507992,0.497124,0.918612,-0.250671,0.917895,1.742207,0.803144,-0.736859,-0.332313,3.609519,0.846782,0.061947,0.088496,0.203540,0.117994,-0.121100,-0.517745,0.298304,0.338249,1.704064,0.607745,15.999704,257.830508,13.511882,67.738639,343.693858,29.234233,-169.117014,168.350412,-39.436973,-0.189407,0.876071,0.107602,0.264755,0.750721,1.507992,0.497124,0.918612,-0.250671,0.917895,1.742207,0.803144,-0.736859,-0.332313,3.609519,0.846782,0.061947,0.088496,0.203540,0.117994,-0.121100,-0.517745,0.298304,0.338249,1.704064,0.607745,15.999704,257.830508,13.511882,67.738639,343.693858,29.234233,-169.117014,168.350412,-39.436973,shortRunning,E
-0.265372,0.983664,0.197699,0.305330,0.882600,1.462438,0.442801,0.929280,-0.782050,0.788338,0.555225,0.187171,0.239835,-0.195731,0.315554,0.119886,0.070796,0.079646,0.168142,0.106195,-0.461741,-0.397124,0.599137,0.033882,1.420674,1.042204,59.141711,158.353522,12.140262,95.982799,351.014016,26.572778,-637.358417,166.648101,-34.742803,-0.265372,0.983664,0.197699,0.305330,0.882600,1.462438,0.442801,0.929280,-0.782050,0.788338,0.555225,0.187171,0.239835,-0.195731,0.315554,0.119886,0.070796,0.079646,0.168142,0.106195,-0.461741,-0.397124,0.599137,0.033882,1.420674,1.042204,59.141711,158.353522,12.140262,95.982799,351.014016,26.572778,-637.358417,166.648101,-34.742803,-0.265372,0.983664,0.197699,0.305330,0.882600,1.462438,0.442801,0.929280,-0.782050,0.788338,0.555225,0.187171,0.239835,-0.195731,0.315554,0.119886,0.070796,0.079646,0.168142,0.106195,-0.461741,-0.397124,0.599137,0.033882,1.420674,1.042204,59.141711,158.353522,12.140262,95.982799,351.014016,26.572778,-637.358417,166.648101,-34.742803,shortRunning,E
-0.375876,0.943761,-0.019283,0.182867,0.779817,1.555155,0.299997,0.878323,-0.323416,0.878989,0.423251,0.326275,-0.267537,-0.445295,3.181347,0.822838,0.044248,0.106195,0.176991,0.109145,-0.376504,-0.263079,-0.058768,0.131354,1.416245,0.003928,60.903198,288.957051,7.708124,84.681876,373.938853,10.211839,-337.912638,161.934836,-11.226369,-0.375876,0.943761,-0.019283,0.182867,0.779817,1.555155,0.299997,0.878323,-0.323416,0.878989,0.423251,0.326275,-0.267537,-0.445295,3.181347,0.822838,0.044248,0.106195,0.176991,0.109145,-0.376504,-0.263079,-0.058768,0.131354,1.416245,0.003928,60.903198,288.957051,7.708124,84.681876,373.938853,10.211839,-337.912638,161.934836,-11.226369,-0.375876,0.943761,-0.019283,0.182867,0.779817,1.555155,0.299997,0.878323,-0.323416,0.878989,0.423251,0.326275,-0.267537,-0.445295,3.181347,0.822838,0.044248,0.106195,0.176991,0.109145,-0.376504,-0.263079,-0.058768,0.131354,1.416245,0.003928,60.903198,288.957051,7.708124,84.681876,373.938853,10.211839,-337.912638,161.934836,-11.226369,shortRunning,E
-0.440929,0.855186,-0.019752,0.131501,1.029816,1.630377,0.353421,1.004538,-0.651217,0.668993,1.291085,0.436287,0.094228,-0.420613,2.687705,0.787107,0.044248,0.088496,0.212389,0.115044,-0.432143,-0.259298,0.392203,0.232564,1.317981,0.722551,51.725854,300.467444,10.047301,141.808235,383.010432,14.158494,556.241316,160.290765,-16.186619,-0.440929,0.855186,-0.019752,0.131501,1.029816,1.630377,0.353421,1.004538,-0.651217,0.668993,1.291085,0.436287,0.094228,-0.420613,2.687705,0.787107,0.044248,0.088496,0.212389,0.115044,-0.432143,-0.259298,0.392203,0.232564,1.317981,0.722551,51.725854,300.467444,10.047301,141.808235,383.010432,14.158494,556.241316,160.290765,-16.186619,-0.440929,0.855186,-0.019752,0.131501,1.029816,1.630377,0.353421,1.004538,-0.651217,0.668993,1.291085,0.436287,0.094228,-0.420613,2.687705,0.787107,0.044248,0.088496,0.212389,0.115044,-0.432143,-0.259298,0.392203,0.232564,1.317981,0.722551,51.725854,300.467444,10.047301,141.808235,383.010432,14.158494,556.241316,160.290765,-16.186619,shortRunning,E
-0.395912,0.989186,-0.091124,0.167383,1.032900,1.583661,0.347232,0.987931,-0.447656,0.847426,0.618399,0.339390,-0.567400,-0.411651,8.100299,2.373749,0.053097,0.061947,0.230088,0.115044,-0.467598,-0.104300,-0.176634,0.259297,1.052043,-0.040719,80.943664,209.327341,6.609370,138.270112,393.971206,14.562701,618.300491,158.445938,-16.717090,-0.395912,0.989186,-0.091124,0.167383,1.032900,1.583661,0.347232,0.987931,-0.447656,0.847426,0.618399,0.339390,-0.567400,-0.411651,8.100299,2.373749,0.053097,0.061947,0.230088,0.115044,-0.467598,-0.104300,-0.176634,0.259297,1.052043,-0.040719,80.943664,209.327341,6.609370,138.270112,393.971206,14.562701,618.300491,158.445938,-16.717090,-0.395912,0.989186,-0.091124,0.167383,1.032900,1.583661,0.347232,0.987931,-0.447656,0.847426,0.618399,0.339390,-0.567400,-0.411651,8.100299,2.373749,0.053097,0.061947,0.230088,0.115044,-0.467598,-0.104300,-0.176634,0.259297,1.052043,-0.040719,80.943664,209.327341,6.609370,138.270112,393.971206,14.562701,618.300491,158.445938,-16.717090,shortRunning,E
-0.541195,1.000664,0.174053,0.211174,0.919960,1.636199,0.641801,1.065986,-0.103236,0.548300,1.094048,0.513037,-0.700655,-0.790362,0.624088,-0.288976,0.044248,0.070796,0.168142,0.094395,-0.358513,-0.465527,0.659920,0.032444,1.622833,1.213237,86.995899,236.718554,23.177156,128.731585,415.667691,49.968904,924.679179,155.188183,-89.582548,-0.541195,1.000664,0.174053,0.211174,0.919960,1.636199,0.641801,1.065986,-0.103236,0.548300,1.094048,0.513037,-0.700655,-0.790362,0.624088,-0.288976,0.044248,0.070796,0.168142,0.094395,-0.358513,-0.465527,0.659920,0.032444,1.622833,1.213237,86.995899,236.718554,23.177156,128.731585,415.667691,49.968904,924.679179,155.188183,-89.582548,-0.541195,1.000664,0.174053,0.211174,0.919960,1.636199,0.641801,1.065986,-0.103236,0.548300,1.094048,0.513037,-0.700655,-0.790362,0.624088,-0.288976,0.044248,0.070796,0.168142,0.094395,-0.358513,-0.465527,0.659920,0.032444,1.622833,1.213237,86.995899,236.718554,23.177156,128.731585,415.667691,49.968904,924.679179,155.188183,-89.582548,shortRunning,E
-0.316673,0.964088,0.252540,0.299985,0.840787,1.499350,0.441962,0.927366,-0.489718,0.725486,1.244326,0.493365,-0.539894,-0.622493,1.768665,0.202093,0.044248,0.079646,0.123894,0.082596,-0.340594,-0.535457,0.706838,0.100785,1.644850,1.133914,41.914308,290.082333,22.283361,91.213994,359.059370,29.279021,-473.110185,164.893980,-39.518522,-0.316673,0.964088,0.252540,0.299985,0.840787,1.499350,0.441962,0.927366,-0.489718,0.725486,1.244326,0.493365,-0.539894,-0.622493,1.768665,0.202093,0.044248,0.079646,0.123894,0.082596,-0.340594,-0.535457,0.706838,0.100785,1.644850,1.133914,41.914308,290.082333,22.283361,91.213994,359.059370,29.279021,-473.110185,164.893980,-39.518522,-0.316673,0.964088,0.252540,0.299985,0.840787,1.499350,0.441962,0.927366,-0.489718,0.725486,1.244326,0.493365,-0.539894,-0.622493,1.768665,0.202093,0.044248,0.079646,0.123894,0.082596,-0.340594,-0.535457,0.706838,0.100785,1.644850,1.133914,41.914308,290.082333,22.283361,91.213994,359.059370,29.279021,-473.110185,164.893980,-39.518522,shortRunning,E
0.124956,0.831974,0.516035,0.490988,0.009349,0.028473,0.020546,0.019456,-0.109536,-0.355014,0.747393,0.094281,0.021923,0.550296,-0.541015,0.010401,0.000000,0.000000,0.000000,0.000000,-0.238508,0.004666,-0.568902,0.136415,0.748075,0.225694,1.785087,78.942192,30.380851,1.789965,79.000967,30.405436,-1.818518,-257.324545,-41.464654,0.124956,0.831974,0.516035,0.490988,0.009349,0.028473,0.020546,0.019456,-0.109536,-0.355014,0.747393,0.094281,0.021923,0.550296,-0.541015,0.010401,0.000000,0.000000,0.000000,0.000000,-0.238508,0.004666,-0.568902,0.136415,0.748075,0.225694,1.785087,78.942192,30.380851,1.789965,79.000967,30.405436,-1.818518,-257.324545,-41.464654,0.124956,0.831974,0.516035,0.490988,0.009349,0.028473,0.020546,0.019456,-0.109536,-0.355014,0.747393,0.094281,0.021923,0.550296,-0.541015,0.010401,0.000000,0.000000,0.000000,0.000000,-0.238508,0.004666,-0.568902,0.136415,0.748075,0.225694,1.785087,78.942192,30.380851,1.789965,79.000967,30.405436,-1.818518,-257.324545,-41.464654,shortSeat,E
0.148474,0.835684,0.500272,0.494810,0.004577,0.009233,0.003807,0.005873,0.071744,-0.103395,-0.945828,-0.325826,0.759868,0.345034,9.067218,3.390707,0.000000,0.000000,0.000000,0.000000,0.265894,-0.445300,-0.297988,0.908771,1.586294,-0.167255,2.514137,79.619761,28.531824,2.515454,79.623682,28.532661,-2.572211,-264.050959,-38.058086,0.148474,0.835684,0.500272,0.494810,0.004577,0.009233,0.003807,0.005873,0.071744,-0.103395,-0.945828,-0.325826,0.759868,0.345034,9.067218,3.390707,0.000000,0.000000,0.000000,0.000000,0.265894,-0.445300,-0.297988,0.908771,1.586294,-0.167255,2.514137,79.619761,28.531824,2.515454,79.623682,28.532661,-2.572211,-264.050959,-38.058086,0.148474,0.835684,0.500272,0.494810,0.004577,0.009233,0.003807,0.005873,0.071744,-0.103395,-0.945828,-0.325826,0.759868,0.345034,9.067218,3.390707,0.000000,0.000000,0.000000,0.000000,0.265894,-0.445300,-0.297988,0.908771,1.586294,-0.167255,2.514137,79.619761,28.531824,2.515454,79.623682,28.532661,-2.572211,-264.050959,-38.058086,shortSeat,E
0.148439,0.835719,0.500930,0.495029,0.004594,0.008088,0.003230,0.005304,-0.521108,0.000887,0.760774,0.080185,1.151842,-0.657803,3.552601,1.348880,0.000000,0.000000,0.000000,0.000000,-0.147543,-0.271023,-0.263329,0.476126,1.236684,-0.027289,2.512883,79.625235,28.606693,2.514284,79.628106,28.607288,-2.570987,-264.099618,-38.190974,0.148439,0.835719,0.500930,0.495029,0.004594,0.008088,0.003230,0.005304,-0.521108,0.000887,0.760774,0.080185,1.151842,-0.657803,3.552601,1.348880,0.000000,0.000000,0.000000,0.000000,-0.147543,-0.271023,-0.263329,0.476126,1.236684,-0.027289,2.512883,79.625235,28.606693,2.514284,79.628106,28.607288,-2.570987,-264.099618,-38.190974,0.148439,0.835719,0.500930,0.495029,0.004594,0.008088,0.003230,0.005304,-0.521108,0.000887,0.760774,0.080185,1.151842,-0.657803,3.552601,1.348880,0.000000,0.000000,0.000000,0.000000,-0.147543,-0.271023,-0.263329,0.476126,1.236684,-0.027289,2.512883,79.625235,28.606693,2.514284,79.628106,28.607288,-2.570987,-264.099618,-38.190974,shortSeat,E
0.149561,0.836202,0.499711,0.495158,0.004193,0.008014,0.002815,0.005007,-0.437189,-0.184147,1.200886,0.193183,0.930695,0.083609,5.179931,2.064745,0.000000,0.000000,0.000000,0.000000,0.158739,-0.302082,-0.117161,0.921546,1.667548,0.121736,2.551217,79.715014,28.467406,2.552026,79.719927,28.467913,-2.610464,-265.112378,-37.942978,0.149561,0.836202,0.499711,0.495158,0.004193,0.008014,0.002815,0.005007,-0.437189,-0.184147,1.200886,0.193183,0.930695,0.083609,5.179931,2.064745,0.000000,0.000000,0.000000,0.000000,0.158739,-0.302082,-0.117161,0.921546,1.667548,0.121736,2.551217,79.715014,28.467406,2.552026,79.719927,28.467913,-2.610464,-265.112378,-37.942978,0.149561,0.836202,0.499711,0.495158,0.004193,0.008014,0.002815,0.005007,-0.437189,-0.184147,1.200886,0.193183,0.930695,0.083609,5.179931,2.064745,0.000000,0.000000,0.000000,0.000000,0.158739,-0.302082,-0.117161,0.921546,1.667548,0.121736,2.551217,79.715014,28.467406,2.552026,79.719927,28.467913,-2.610464,-265.112378,-37.942978,shortSeat,E
0.149781,0.836904,0.498561,0.495082,0.003561,0.008725,0.002531,0.004939,-0.865965,-0.097418,0.504798,-0.152861,2.460688,1.804083,3.092044,2.452272,0.000000,0.000000,0.000000,0.000000,0.237618,-0.475975,-0.332861,0.896891,1.767358,-0.418809,2.558200,79.849957,28.336550,2.558951,79.855131,28.336966,-2.617711,-266.613556,-37.710713,0.149781,0.836904,0.498561,0.495082,0.003561,0.008725,0.002531,0.004939,-0.865965,-0.097418,0.504798,-0.152861,2.460688,1.804083,3.092044,2.452272,0.000000,0.000000,0.000000,0.000000,0.237618,-0.475975,-0.332861,0.896891,1.767358,-0.418809,2.558200,79.849957,28.336550,2.558951,79.855131,28.336966,-2.617711,-266.613556,-37.710713,0.149781,0.836904,0.498561,0.495082,0.003561,0.008725,0.002531,0.004939,-0.865965,-0.097418,0.504798,-0.152861,2.460688,1.804083,3.092044,2.452272,0.000000,0.000000,0.000000,0.000000,0.237618,-0.475975,-0.332861,0.896891,1.767358,-0.418809,2.558200,79.849957,28.336550,2.558951,79.855131,28.336966,-2.617711,-266.613556,-37.710713,shortSeat,E
0.150693,0.838281,0.496456,0.495143,0.003380,0.006715,0.002788,0.004294,-0.433072,-0.240500,0.263606,-0.136655,1.504826,0.733702,2.113531,1.450686,0.000000,0.000000,0.000000,0.000000,0.192013,-0.423556,-0.301980,0.812270,1.518775,-0.156295,2.589464,80.111404,28.097858,2.590057,80.114598,28.098318,-2.650271,-269.527986,-37.289238,0.150693,0.838281,0.496456,0.495143,0.003380,0.006715,0.002788,0.004294,-0.433072,-0.240500,0.263606,-0.136655,1.504826,0.733702,2.113531,1.450686,0.000000,0.000000,0.000000,0.000000,0.192013,-0.423556,-0.301980,0.812270,1.518775,-0.156295,2.589464,80.111404,28.097858,2.590057,80.114598,28.098318,-2.650271,-269.527986,-37.289238,0.150693,0.838281,0.496456,0.495143,0.003380,0.006715,0.002788,0.004294,-0.433072,-0.240500,0.263606,-0.136655,1.504826,0.733702,2.113531,1.450686,0.000000,0.000000,0.000000,0.000000,0.192013,-0.423556,-0.301980,0.812270,1.518775,-0.156295,2.589464,80.111404,28.097858,2.590057,80.114598,28.098318,-2.650271,-269.527986,-37.289238,shortSeat,E
0.149798,0.838044,0.496991,0.494944,0.003343,0.007279,0.003082,0.004568,-0.627758,0.141284,-0.371771,-0.286082,1.170517,0.660070,2.441361,1.423983,0.000000,0.000000,0.000000,0.000000,0.277526,-0.353428,-0.392515,0.935640,1.531730,-0.209427,2.558469,80.067758,28.158460,2.559379,80.070237,28.159115,-2.618158,-269.026548,-37.396389,0.149798,0.838044,0.496991,0.494944,0.003343,0.007279,0.003082,0.004568,-0.627758,0.141284,-0.371771,-0.286082,1.170517,0.660070,2.441361,1.423983,0.000000,0.000000,0.000000,0.000000,0.277526,-0.353428,-0.392515,0.935640,1.531730,-0.209427,2.558469,80.067758,28.158460,2.559379,80.070237,28.159115,-2.618158,-269.026548,-37.396389,0.149798,0.838044,0.496991,0.494944,0.003343,0.007279,0.003082,0.004568,-0.627758,0.141284,-0.371771,-0.286082,1.170517,0.660070,2.441361,1.423983,0.000000,0.000000,0.000000,0.000000,0.277526,-0.353428,-0.392515,0.935640,1.531730,-0.209427,2.558469,80.067758,28.158460,2.559379,80.070237,28.159115,-2.618158,-269.026548,-37.396389,shortSeat,E
0.143351,0.829237,0.513851,0.495480,0.005814,0.012743,0.004666,0.007741,-0.174948,0.233768,0.014533,0.024451,-0.433042,0.839539,0.467379,0.291292,0.000000,0.000000,0.000000,0.000000,-0.235059,-0.301003,-0.296198,0.182695,1.291033,-0.110859,2.344729,78.404326,30.101922,2.346494,78.408759,30.103353,-2.395808,-251.146020,-40.904880,0.143351,0.829237,0.513851,0.495480,0.005814,0.012743,0.004666,0.007741,-0.174948,0.233768,0.014533,0.024451,-0.433042,0.839539,0.467379,0.291292,0.000000,0.000000,0.000000,0.000000,-0.235059,-0.301003,-0.296198,0.182695,1.291033,-0.110859,2.344729,78.404326,30.101922,2.346494,78.408759,30.103353,-2.395808,-251.146020,-40.904880,0.143351,0.829237,0.513851,0.495480,0.005814,0.012743,0.004666,0.007741,-0.174948,0.233768,0.014533,0.024451,-0.433042,0.839539,0.467379,0.291292,0.000000,0.000000,0.000000,0.000000,-0.235059,-0.301003,-0.296198,0.182695,1.291033,-0.110859,2.344729,78.404326,30.101922,2.346494,78.408759,30.103353,-2.395808,-251.146020,-40.904880,shortSeat,E
0.148325,0.829947,0.509588,0.495953,0.004283,0.010932,0.004348,0.006521,0.120530,-0.223950,0.193151,0.029910,-0.580068,-0.209720,0.104623,-0.228388,0.000000,0.000000,0.000000,0.000000,0.037649,-0.354086,-0.187754,0.483761,1.575930,0.119533,2.509011,78.533160,29.604462,2.510111,78.538264,29.605635,-2.566624,-252.479520,-39.991324,0.148325,0.829947,0.509588,0.495953,0.004283,0.010932,0.004348,0.006521,0.120530,-0.223950,0.193151,0.029910,-0.580068,-0.209720,0.104623,-0.228388,0.000000,0.000000,0.000000,0.000000,0.037649,-0.354086,-0.187754,0.483761,1.575930,0.119533,2.509011,78.533160,29.604462,2.510111,78.538264,29.605635,-2.566624,-252.479520,-39.991324,0.148325,0.829947,0.509588,0.495953,0.004283,0.010932,0.004348,0.006521,0.120530,-0.223950,0.193151,0.029910,-0.580068,-0.209720,0.104623,-0.228388,0.000000,0.000000,0.000000,0.000000,0.037649,-0.354086,-0.187754,0.483761,1.575930,0.119533,2.509011,78.533160,29.604462,2.510111,78.538264,29.605635,-2.566624,-252.479520,-39.991324,shortSeat,E
0.149833,0.832500,0.505254,0.495863,0.004761,0.011044,0.004843,0.006883,-0.464181,-0.320255,0.556481,-0.075985,1.096707,1.223776,1.376029,1.232171,0.000000,0.000000,0.000000,0.000000,0.257011,-0.365693,-0.494574,0.846817,1.434418,-0.342932,2.560659,79.016021,29.103438,2.561887,79.022317,29.104821,-2.620783,-257.551197,-39.082898,0.149833,0.832500,0.505254,0.495863,0.004761,0.011044,0.004843,0.006883,-0.464181,-0.320255,0.556481,-0.075985,1.096707,1.223776,1.376029,1.232171,0.000000,0.000000,0.000000,0.000000,0.257011,-0.365693,-0.494574,0.846817,1.434418,-0.342932,2.560659,79.016021,29.103438,2.561887,79.022317,29.104821,-2.620783,-257.551197,-39.082898,0.149833,0.832500,0.505254,0.495863,0.004761,0.011044,0.004843,0.006883,-0.464181,-0.320255,0.556481,-0.075985,1.096707,1.223776,1.376029,1.232171,0.000000,0.000000,0.000000,0.000000,0.257011,-0.365693,-0.494574,0.846817,1.434418,-0.342932,2.560659,79.016021,29.103438,2.561887,79.022317,29.104821,-2.620783,-257.551197,-39.082898,shortSeat,E
0.150053,0.834246,0.501956,0.495418,0.004881,0.010953,0.005451,0.007095,0.097398,0.589172,-0.556567,0.043334,0.311453,1.785044,0.917201,1.004566,0.000000,0.000000,0.000000,0.000000,-0.001554,-0.210944,-0.360678,0.523472,1.265676,0.066297,2.568306,79.345553,28.724692,2.569516,79.353772,28.726823,-2.628767,-261.105769,-38.404313,0.150053,0.834246,0.501956,0.495418,0.004881,0.010953,0.005451,0.007095,0.097398,0.589172,-0.556567,0.043334,0.311453,1.785044,0.917201,1.004566,0.000000,0.000000,0.000000,0.000000,-0.001554,-0.210944,-0.360678,0.523472,1.265676,0.066297,2.568306,79.345553,28.724692,2.569516,79.353772,28.726823,-2.628767,-261.105769,-38.404313,0.150053,0.834246,0.501956,0.495418,0.004881,0.010953,0.005451,0.007095,0.097398,0.589172,-0.556567,0.043334,0.311453,1.785044,0.917201,1.004566,0.000000,0.000000,0.000000,0.000000,-0.001554,-0.210944,-0.360678,0.523472,1.265676,0.066297,2.568306,79.345553,28.724692,2.569516,79.353772,28.726823,-2.628767,-261.105769,-38.404313,shortSeat,E
0.150798,0.836412,0.499088,0.495433,0.007434,0.010152,0.004291,0.007292,-0.015537,-0.303119,0.071538,-0.082373,3.936795,-0.030255,1.211016,1.705852,0.000000,0.000000,0.000000,0.000000,-0.094320,-0.110811,-0.283537,0.822915,1.129154,0.080737,2.595791,79.761041,28.397243,2.598673,79.764497,28.398194,-2.659293,-265.605931,-37.819227,0.150798,0.836412,0.499088,0.495433,0.007434,0.010152,0.004291,0.007292,-0.015537,-0.303119,0.071538,-0.082373,3.936795,-0.030255,1.211016,1.705852,0.000000,0.000000,0.000000,0.000000,-0.094320,-0.110811,-0.283537,0.822915,1.129154,0.080737,2.595791,79.761041,28.397243,2.598673,79.764497,28.398194,-2.659293,-265.605931,-37.819227,0.150798,0.836412,0.499088,0.495433,0.007434,0.010152,0.004291,0.007292,-0.015537,-0.303119,0.071538,-0.082373,3.936795,-0.030255,1.211016,1.705852,0.000000,0.000000,0.000000,0.000000,-0.094320,-0.110811,-0.283537,0.822915,1.129154,0.080737,2.595791,79.761041,28.397243,2.598673,79.764497,28.398194,-2.659293,-265.605931,-37.819227,shortSeat,E
0.150947,0.836053,0.499570,0.495523,0.004893,0.008755,0.003392,0.005680,-0.457187,0.143772,0.367260,0.017949,0.079636,-0.452857,4.071847,1.232875,0.000000,0.000000,0.000000,0.000000,0.183735,-0.343785,-0.227253,0.939344,1.563852,-0.049193,2.599167,79.690154,28.451728,2.600232,79.692914,28.452333,-2.660925,-264.813870,-37.915306,0.150947,0.836053,0.499570,0.495523,0.004893,0.008755,0.003392,0.005680,-0.457187,0.143772,0.367260,0.017949,0.079636,-0.452857,4.071847,1.232875,0.000000,0.000000,0.000000,0.000000,0.183735,-0.343785,-0.227253,0.939344,1.563852,-0.049193,2.599167,79.690154,28.451728,2.600232,79.692914,28.452333,-2.660925,-264.813870,-37.915306,0.150947,0.836053,0.499570,0.495523,0.004893,0.008755,0.003392,0.005680,-0.457187,0.143772,0.367260,0.017949,0.079636,-0.452857,4.071847,1.232875,0.000000,0.000000,0.000000,0.000000,0.183735,-0.343785,-0.227253,0.939344,1.563852,-0.049193,2.599167,79.690154,28.451728,2.600232,79.692914,28.452333,-2.660925,-264.813870,-37.915306,shortSeat,E
