Accelerometer_Avg_x,Accelerometer_Avg_y,Accelerometer_Avg_z,Accelerometer_Avg_total,Accelerometer_Deviation_x,Accelerometer_Deviation_y,Accelerometer_Deviation_z,Accelerometer_Deviation_total,Accelerometer_Skewness_x,Accelerometer_Skewness_y,Accelerometer_Skewness_z,Accelerometer_Skewness_total,Accelerometer_Kurtosis_x,Accelerometer_Kurtosis_y,Accelerometer_Kurtosis_z,Accelerometer_Kurtosis_total,Accelerometer_Correlation_x_y,Accelerometer_Correlation_x_z,Accelerometer_Correlation_x_total,Accelerometer_Correlation_y_z,Accelerometer_Correlation_y_total,Accelerometer_Correlation_z_total,Accelerometer_Zero_x,Accelerometer_Zero_y,Accelerometer_Zero_z,Accelerometer_Zero_total,Accelerometer_Dc_x,Accelerometer_Dc_y,Accelerometer_Dc_z,Accelerometernergy_x,Accelerometernergy_y,Accelerometernergy_z,Accelerometerntropy_x,Accelerometerntropy_y,Accelerometerntropy_z,Gyroscope_Avg_x,Gyroscope_Avg_y,Gyroscope_Avg_z,Gyroscope_Avg_total,Gyroscope_Deviation_x,Gyroscope_Deviation_y,Gyroscope_Deviation_z,Gyroscope_Deviation_total,Gyroscope_Skewness_x,Gyroscope_Skewness_y,Gyroscope_Skewness_z,Gyroscope_Skewness_total,Gyroscope_Kurtosis_x,Gyroscope_Kurtosis_y,Gyroscope_Kurtosis_z,Gyroscope_Kurtosis_total,Gyroscope_Correlation_x_y,Gyroscope_Correlation_x_z,Gyroscope_Correlation_x_total,Gyroscope_Correlation_y_z,Gyroscope_Correlation_y_total,Gyroscope_Correlation_z_total,Gyroscope_Zero_x,Gyroscope_Zero_y,Gyroscope_Zero_z,Gyroscope_Zero_total,Gyroscope_Dc_x,Gyroscope_Dc_y,Gyroscope_Dc_z,Gyroscopenergy_x,Gyroscopenergy_y,Gyroscopenergy_z,Gyroscopentropy_x,Gyroscopentropy_y,Gyroscopentropy_z,class
-0.99951567,0.179353276,0.174905983,-0.21508547,0.271800621,0.189246536,0.238010868,0.233019342,-1.699448749,-0.387215343,1.512314256,-0.191449946,5.421262419,0.449735227,3.292744944,3.054580863,0.203671808,-0.327191156,0.997641449,0.171767604,1.22516532,0.779276656,0,0.091168091,0.085470085,0.058879392,364.701198,15.6865785,16.753657,376.59041,23.861629,30.621688,5165.34256,-25.60210761,-33.54850215,-64.99912821,13.31160969,18.2774359,-11.13669421,56.97782049,13.24331241,19.15588667,29.79233986,0.183737621,-0.295225701,-0.036908503,-0.049465527,-0.761523102,0.079115749,-0.586389355,-0.422932236,-0.381409256,-0.538209404,1.396896665,0.180811783,-0.168665695,-0.305970101,0.028490028,0.07977208,0.071225071,0.05982906,1679222.177,88192.96611,151794.4397,2622446.902,123757.0809,246055.4427,351.0469857,351.9983382,351.5014195,cement
-0.66475,-0.653338889,0.430488889,-0.295866667,0.237815857,0.249577179,0.242121904,0.243171647,-1.032228458,-0.210915706,0.255127937,-0.329338743,0.841589968,0.291493116,0.169160884,0.434081322,0.159143222,-0.220291287,0.921970265,-0.04980544,1.132389309,0.729126294,0,0,0.022222222,0.007407407,167.486299,166.87529,78.057176,179.44162,176.09057,87.819732,-357.7733872,-344.6946967,-116.1550165,-40.002525,-43.11354444,31.189975,-17.30869815,62.14325091,38.41721612,36.85659045,45.80568583,0.775655451,-0.260149827,0.546043937,0.353849854,0.359536632,-0.010563075,0.680138142,0.343037233,0.283273438,-0.041809184,1.560611582,-0.672762914,0.681683959,0.183661776,0.061111111,0.061111111,0.077777778,0.066666667,1372839.424,999298.0882,644760.9622,1966314.83,1200477.675,839240.208,360.0659222,360.1079894,360.1544917,cement
-0.679519444,-0.641133333,0.441755556,-0.292965741,0.239286392,0.250514879,0.241042945,0.243614739,-0.979968301,-0.040036073,0.840863265,-0.059713703,0.905888858,-0.126577526,2.866884617,1.21539865,0.143109809,-0.221612132,0.910123454,-0.046799718,1.122585473,0.723643211,0,0,0.033333333,0.011111111,178.7011085,163.292074,80.4189345,186.841675,170.571476,91.169882,-388.4479883,-324.1630672,-122.088841,-34.01887778,-35.03960833,25.55870833,-14.49992593,59.7100958,41.49448529,41.47718088,47.56058732,0.783363304,-0.162165001,0.579500402,0.400232902,0.014682361,-0.223623643,-0.225856799,-0.144932694,0.340601985,-0.200874706,1.377432177,-0.727336115,0.66576156,-0.014665605,0.075,0.083333333,0.086111111,0.081481481,1077403.659,668981.4781,411855.9026,1700128.651,1061843.926,854497.478,360.0762457,360.1220932,360.151732,cement
-0.505097222,-0.208594444,0.348211111,-0.121826852,0.370782744,0.760749949,0.298329199,0.476620631,0.129319289,0.855235526,-0.109963935,0.291530294,0.155496754,-0.812943004,0.625688388,-0.010585954,0.776055008,-0.460980369,1.728088535,-0.492639361,1.891502361,-0.519007613,0.041666667,0.013888889,0.075,0.043518519,114.178488,86.47668,58.5231365,141.337097,224.010766,75.690464,-232.6931282,-593.0166189,-95.84119978,-33.51270278,-26.60726111,23.82380278,-12.09872037,60.70037661,48.99797065,36.91118242,48.86984323,0.377952009,0.438722868,0.56471261,0.460462496,-0.435139333,0.075695258,0.118713659,-0.080243472,0.394036834,-0.266350144,1.435979297,-0.586745888,1.048881416,-0.163817375,0.072222222,0.063888889,0.080555556,0.072222222,1083495.476,660781.3417,520614.0124,1730749.309,1119149.09,694803.228,360.0748964,360.1158395,360.1866243,cement
-0.063055556,0.979686111,0.092788889,0.336473148,0.196226689,0.248642221,0.219541352,0.221470088,-0.148857918,0.565107764,0.717638164,0.37796267,0.634059761,0.4027848,1.625565079,0.88746988,0.150791812,0.101977809,1.15640107,0.20795954,1.462442722,1.315119551,0.144444444,0,0.175,0.106481481,8.661599,355.9043295,12.7347075,15.29313,367.778819,20.450946,-15.97161902,17020.62676,-21.68270084,-7.947636111,58.95972778,14.23026389,21.74745185,39.44395857,51.48896809,21.49250599,37.47514422,-0.698720919,-0.250168815,-0.128036176,-0.358975303,-0.120861066,-0.535708983,-0.233817445,-0.296795831,0.074495157,0.167671033,1.251050769,0.358077788,1.657721198,1.241974436,0.1,0.05,0.097222222,0.082407407,285524.5545,1496288.952,155540.6069,582836.6835,2205850.8,239194.1606,360.2224982,360.0587624,360.5426359,cement
-0.083166667,0.979613889,0.116361111,0.337602778,0.172654214,0.242533453,0.240849175,0.218678948,-0.300689803,0.365534033,0.353763708,0.139535979,1.194680552,0.02215738,1.394618342,0.870485425,0.094559103,0.020542653,0.917032222,0.168686506,1.369530492,1.304689247,0.133333333,0,0.161111111,0.098148148,8.3093805,355.551277,17.2354685,13.221422,366.647705,25.757364,-13.72550735,19855.44993,-27.74227475,-10.65572222,55.59785556,15.26091111,20.06768148,44.59575966,56.35695418,23.67123877,41.54131754,-0.836184433,0.014459343,0.409086633,-0.137546152,0.553894037,-0.793225831,0.416189051,0.058952419,-0.051348189,0.202528772,1.119272132,0.401430651,1.530269314,1.331844422,0.113888889,0.061111111,0.091666667,0.088888889,221235.8805,1347301.889,190961.9775,756837.4305,2256202.018,285560.2631,360.1713204,360.0574508,360.4544175,cement
-0.089975,0.977466667,0.100205556,0.329232407,0.193283534,0.22159901,0.234976126,0.216619557,-0.297938685,0.442410104,0.504119567,0.216196995,1.070647557,0.19994069,0.67751418,0.649367476,0.173306936,-0.024662309,1.042810394,0.07904375,1.263365991,1.143596307,0.161111111,0,0.208333333,0.123148148,9.453022,350.32401,13.246231,16.363449,361.636994,23.491776,-17.14265151,79529.50215,-25.13174644,-7.936444444,50.53068333,12.18761389,18.26061759,45.22519703,54.78060501,20.6732712,40.22635775,-0.546310042,0.034827485,0.170096683,-0.113795291,-0.223212135,-0.683335319,-0.568253053,-0.491600169,-0.001588744,0.188254911,1.218852818,0.311518757,1.520119367,1.149801405,0.113888889,0.077777778,0.111111111,0.100925926,247475.6368,1418980.535,152327.0706,758990.0148,1999535.271,207331.9468,360.1708343,360.0648267,360.6261718,cement
-0.487697222,0.763747222,-0.034805556,0.080414815,0.440813119,0.300156422,0.275977567,0.338982369,-0.072569733,0.358941599,0.130599274,0.13899038,-1.010925654,-0.359491845,0.328574596,-0.347280967,0.69425429,0.462063682,2.291320385,0.504815367,2.199260507,1.861999124,0.066666667,0,0.119444444,0.062037037,94.699551,217.782218,12.369593,155.579323,242.425331,27.855016,-273.9867468,-742.2782467,-30.19104982,-24.24772222,46.71293333,8.373266667,10.27949259,87.07083383,57.96556513,31.98327399,59.00655765,0.370268562,-0.822029124,-0.5158302,-0.322530254,2.793883489,2.111355744,2.657201251,2.520813494,-0.516361342,0.601153917,1.294204074,-0.286288373,0.065231954,1.147861903,0.108333333,0.072222222,0.116666667,0.099074074,1446826.293,1331405.913,181218.0755,2940941.569,1995157.758,393494.9075,360.0440729,360.064969,360.3296578,cement
-0.873713889,0.559641667,-0.201458333,-0.171843519,0.187887285,0.179045453,0.217086295,0.194673011,0.189559791,0.754223655,0.879127904,0.607637117,0.241232363,0.882494565,12.45900157,4.527576165,0.17609838,0.089323119,1.22671203,0.125978213,1.230166637,1.317207752,0,0,0.066666667,0.022222222,280.6337225,119.886504,23.9802335,287.523933,124.292185,31.576291,-1428.176502,-189.8332756,-34.61219287,-59.23631389,39.37471111,3.720447222,-5.380385185,101.469456,53.04773647,30.46480751,61.66066667,0.721434192,-0.761658899,-0.403575277,-0.147933328,0.246097203,0.217867558,1.362301258,0.60875534,-0.797462065,0.35510185,1.134986238,-0.37525064,-0.637395702,0.755596793,0.063888889,0.055555556,0.125,0.081481481,3154254.913,1112715.947,216606.7899,4969796.901,1571194.879,339100.6407,360.0260794,360.0825039,360.3825936,cement
-0.601455556,-0.837072222,0.182077778,-0.418816667,0.203641606,0.263717158,0.20484909,0.224069284,-0.525844401,-1.734362117,-0.044494649,-0.768233722,0.464113241,5.99799926,2.584304614,3.015472372,0.262993987,-0.028186913,1.192593486,-0.007611219,1.409004028,0.879646904,0,0,0.119444444,0.039814815,140.627922,264.6877615,17.6269425,145.158728,277.285192,27.041568,-243.2360486,-1206.829485,-29.23777729,-29.49972778,-43.99668056,20.04297222,-17.81781204,54.84678418,48.70620878,24.09317773,42.54872356,0.479446905,-0.675627975,0.175850755,-0.006776772,-0.54158233,2.36221912,-0.050350038,0.590095584,-0.078129935,-0.285600321,1.037877244,-0.36358772,0.838122663,-0.218104329,0.072222222,0.030555556,0.097222222,0.066666667,891489.1299,919613.568,250291.2098,1396225.322,1550880.963,353592.7015,360.0928456,360.0835848,360.3668969,gravel
-0.730633333,0.654372222,-0.312777778,-0.12967963,0.214088258,0.270770291,0.162351438,0.215736662,-0.178802156,2.818357608,1.869415156,1.502990203,0.566314978,12.6804313,9.274853073,7.507199784,0.173875029,0.104866758,1.289505993,0.313179298,1.663324157,1.249680172,0,0,0.038888889,0.012962963,200.226666,167.66487,39.016577,208.677186,180.54704,44.707654,-496.4471977,-362.1948303,-51.04708581,-53.42976111,43.73480556,-15.33729722,-8.344084259,78.60623118,60.91435337,24.09827113,54.53961856,-0.075001502,-0.219514261,0.183713273,-0.036934163,-0.664215236,-0.31541029,0.979325907,-9.99E-05,-0.897818526,0.635146823,0.719149448,-0.628475074,-0.454805894,0.655333083,0.066666667,0.066666667,0.111111111,0.081481481,2676663.912,1546840.481,181073.2087,3252124.423,2024384.999,293745.3688,360.0398553,360.0640308,360.4417398,gravel
-0.791525,0.676619444,-0.137397222,-0.084100926,0.225826813,0.269807158,0.28030318,0.258645717,0.897216114,3.172691003,1.678039325,1.915982147,3.857311465,14.66690314,8.309567459,8.944594023,0.382727799,0.237840538,1.530112217,0.448305564,1.863161849,1.75904711,0.011111111,0,0.091666667,0.034259259,234.6180605,178.142382,21.288585,243.903447,191.019519,35.081233,-756.312213,-406.9524861,-38.86892714,-41.89767778,43.44404167,0.579194444,0.708519444,84.96441409,64.86593139,32.90224688,60.91086412,0.200049556,-0.735255242,0.008617552,-0.175529378,0.347449168,1.299598439,3.639766443,1.76227135,-0.80489065,-0.020234163,0.526813786,-0.087242222,-0.1049336,0.419038794,0.083333333,0.066666667,0.094444444,0.081481481,1854518.175,1536527.007,184104.8262,3230772.143,2194190.572,389841.5939,360.0401187,360.0590748,360.33275,gravel
-0.816166667,0.631488889,-0.144886111,-0.10985463,0.183399094,0.211137383,0.239655124,0.2113972,0.557414126,2.425469768,1.098967096,1.360616997,0.726847307,9.045696752,5.168627392,4.980390484,0.249218792,0.168639683,1.30765148,0.435972415,1.709232223,1.715413277,0,0,0.102777778,0.034259259,245.065618,150.866861,19.3804235,251.914772,159.608596,28.233563,-839.0537689,-286.734328,-30.63625957,-48.67517778,44.60185278,-0.287883333,-1.453736111,86.28521383,60.5783495,29.98295416,58.94883916,0.388680478,-0.788738064,0.312794321,-0.029087755,0.409468973,2.038709419,1.601386913,1.349855102,-0.824777434,0.05363312,0.643433155,-0.206750102,-0.284767721,0.374665893,0.069444444,0.080555556,0.108333333,0.086111111,2781190.382,1497850.271,119842.2433,3533187.98,2037262.212,323661.75,360.0366845,360.063626,360.4008639,gravel
-0.801227778,0.641480556,-0.168036111,-0.109261111,0.246433636,0.29978079,0.285957157,0.277390528,1.619970425,5.000485789,3.593959846,3.404805353,7.404488083,36.67972041,24.46405606,22.84942152,0.537360271,0.460211956,1.943558887,0.697310624,2.276953739,2.193330817,0.011111111,0,0.088888889,0.033333333,242.0613255,168.2896275,31.3332505,252.970376,180.491697,39.602747,-850.8797093,-361.9721753,-44.49785005,-48.012375,42.28267778,-2.112558333,-2.614085185,80.91842889,56.44604164,24.19709055,53.8538537,0.359031066,-0.601312905,-0.852394985,-0.364892274,-0.534036597,0.258972227,0.82024946,0.181728363,-0.865017926,0.161541661,0.668483808,-0.210707667,-0.346277214,0.471185857,0.077777778,0.072222222,0.111111111,0.087037037,1728766.934,1097944.864,79451.48518,3187072.903,1790632.965,212386.3538,360.0406689,360.0723912,360.6112448,gravel
-0.802291667,0.631616667,-0.167141667,-0.112605556,0.24320916,0.294356431,0.224807842,0.254124478,1.669016808,4.167146591,1.898530262,2.57823122,8.028398266,27.11961286,6.981735703,14.04324894,0.455422707,0.335806109,1.781637147,0.656031398,2.174526489,1.965910681,0.016666667,0,0.1,0.038888889,242.0497515,157.6561015,21.8224995,253.016141,174.810716,28.250965,-851.3976932,-339.8245104,-30.65675052,-44.32143056,37.93012222,-2.224163889,-2.871824074,79.27674235,54.20631666,27.14282286,53.54196062,0.440250839,-0.828692985,0.896297545,0.169285133,0.362376757,1.789395489,6.32146318,2.824411809,-0.885567727,0.325149135,0.748923697,-0.350986324,-0.476735764,0.633034555,0.069444444,0.072222222,0.122222222,0.087962963,1653673.426,1100494.966,113614.7077,2969708.791,1575726.817,267004.7056,360.0436459,360.0822666,360.48604,gravel
-0.917533333,0.345488889,0.039694444,-0.17745,0.25365348,0.377824776,0.264989174,0.298822476,-0.247527723,2.426196614,0.980258397,1.052975763,8.314673304,16.58992824,1.387508991,8.764036844,0.55114588,-0.403259475,1.188098892,-0.345938751,1.425444388,0.107076195,0.005555556,0.055555556,0.080555556,0.047222222,312.761792,59.039542,7.4152695,326.234702,94.361088,25.846168,-3478.260216,-127.8803298,-27.8453203,-51.51459444,24.39911944,6.691208333,-6.808088889,69.76089251,44.48985061,28.33997329,47.5302388,1.870330669,-1.244709537,2.647100416,1.090907183,11.61398956,10.91563481,24.84996312,15.79319583,-0.687565106,0.296114674,1.000691492,-0.523247317,-0.385104732,0.541087167,0.055555556,0.094444444,0.086111111,0.078703704,1661767.927,559754.148,147595.0033,2707320.803,926878.9812,305253.4877,360.0478766,360.1398784,360.4250665,gravel
-1.020294444,0.096247222,0.177488889,-0.248852778,0.203889436,0.163495336,0.234557242,0.200647338,-1.480316254,-0.625187742,2.166270804,0.020255603,2.712855698,1.096027383,6.369155843,3.392679641,0.208406772,-0.5622194,0.528740328,0.235457118,1.301863509,0.789558375,0,0.102777778,0.1,0.067592593,382.6522315,8.762406,22.7680755,389.725796,12.957931,31.146986,4719.849607,-13.441757,-34.09704179,-66.93385,8.527194444,19.43720833,-12.98981574,40.89347614,15.39547609,12.14560666,22.81151963,-0.224497317,0.326142287,0.329116487,0.143587153,-1.025577943,0.636454537,0.470384652,0.027087082,-0.398613473,-0.019687123,1.513161791,-0.191698165,-0.141748774,0.367763629,0.016666667,0.097222222,0.022222222,0.04537037,1776729.535,84109.69589,170065.2953,2214870,111504.1425,189115.4984,360.0585231,361.1660534,360.6866025,gravel
-1.010130556,0.107747222,0.182855556,-0.239842593,0.209289107,0.159586532,0.226453027,0.198442889,-1.803831663,-0.449774346,1.751918164,-0.167229282,4.354808174,-0.344927915,4.788307189,2.932729149,0.330003332,-0.499229304,0.75034791,0.143392751,1.315866539,0.729949686,0,0.097222222,0.061111111,0.052777778,374.6509095,9.7447845,18.615653,383.099641,13.347837,30.498166,5970.476804,-13.86179529,-33.32102777,-69.60692778,9.148736111,19.73961944,-13.57285741,47.23048343,14.20064943,10.80383618,24.07832301,-0.429025842,0.603231489,-0.759400277,-0.195064877,-0.885655709,-0.148885483,3.063107961,0.676188923,-0.237013158,-0.077295882,1.78707008,-0.334773266,-0.025351937,0.099638024,0.016666667,0.105555556,0.027777778,0.05,1981264.944,55681.86243,163354.649,2547303.466,102728.814,182295.1627,360.0508845,361.2660106,360.7123417,gravel
