Accelerometer_Avg_x,Accelerometer_Avg_y,Accelerometer_Avg_z,Accelerometer_Avg_total,Accelerometer_Deviation_x,Accelerometer_Deviation_y,Accelerometer_Deviation_z,Accelerometer_Deviation_total,Accelerometer_Skewness_x,Accelerometer_Skewness_y,Accelerometer_Skewness_z,Accelerometer_Skewness_total,Accelerometer_Kurtosis_x,Accelerometer_Kurtosis_y,Accelerometer_Kurtosis_z,Accelerometer_Kurtosis_total,Accelerometerorrelation_x_y,Accelerometerorrelation_x_z,Accelerometerorrelation_x_total,Accelerometerorrelation_y_z,Accelerometerorrelation_y_total,Accelerometerorrelation_z_total,Accelerometer_Zero_x,Accelerometer_Zero_y,Accelerometer_Zero_z,Accelerometer_Zero_total,Accelerometer_Dc_x,Accelerometer_Dc_y,Accelerometer_Dc_z,Accelerometer_Energy_x,Accelerometer_Energy_y,Accelerometer_Energy_z,Accelerometer_Entropy_x,Accelerometer_Entropy_y,Accelerometer_Entropy_z,Gyroscope_Avg_x,Gyroscope_Avg_y,Gyroscope_Avg_z,Gyroscope_Avg_total,Gyroscope_Deviation_x,Gyroscope_Deviation_y,Gyroscope_Deviation_z,Gyroscope_Deviation_total,Gyroscope_Skewness_x,Gyroscope_Skewness_y,Gyroscope_Skewness_z,Gyroscope_Skewness_total,Gyroscope_Kurtosis_x,Gyroscope_Kurtosis_y,Gyroscope_Kurtosis_z,Gyroscope_Kurtosis_total,Gyroscopeorrelation_x_y,Gyroscopeorrelation_x_z,Gyroscopeorrelation_x_total,Gyroscopeorrelation_y_z,Gyroscopeorrelation_y_total,Gyroscopeorrelation_z_total,Gyroscope_Zero_x,Gyroscope_Zero_y,Gyroscope_Zero_z,Gyroscope_Zero_total,Gyroscope_Dc_x,Gyroscope_Dc_y,Gyroscope_Dc_z,Gyroscope_Energy_x,Gyroscope_Energy_y,Gyroscope_Energy_z,Gyroscope_Entropy_x,Gyroscope_Entropy_y,Gyroscope_Entropy_z,class
-1.007413889,0.177433333,0.154588889,-0.225130556,0.184864946,0.12159375,0.151741604,0.152733433,-0.252528475,0.283516363,0.725335899,0.252107929,-0.646167719,1.117370999,0.848986621,0.4400633,-0.11127121,-0.056476097,1.065682118,0.274840252,0.93449287,1.143953923,0,0.038888889,0.091666667,0.043518519,371.936709,13.616552,11.467796,377.660805,16.656346,16.892366,7698.283844,-17.4643815,-17.72403513,52.62761111,-14.485325,-6.989016667,10.38442315,59.1443915,17.81624701,21.22927344,32.72997065,0.045096537,0.12596265,0.649285881,0.273448356,-0.500965676,-0.252992584,1.829818334,0.358620025,-0.634290875,-0.773572518,0.960016934,0.703462943,-0.14556975,-0.366334972,0.058333333,0.069444444,0.075,0.067592593,1562013.469,123820.827,107407.367,2256380.819,189807.5873,179830.2256,360.0574463,360.6840942,360.7221254,cement
-1.016494444,0.172158333,0.168488889,-0.225282407,0.176601985,0.113016763,0.145085741,0.144901496,-0.477957794,0.207084023,0.349991488,0.026372573,-0.3580426,-0.431832911,-0.469660122,-0.419845211,-0.183942475,-0.008588393,1.066706365,0.453326221,1.009674376,1.344378633,0,0.052777778,0.083333333,0.04537037,376.1436175,12.903399,14.1466315,383.201718,15.268061,17.797816,5945.793259,-15.94427826,-18.72347419,63.46553056,-16.75081667,-10.95037222,11.92144722,48.34765928,15.75221267,16.96465863,27.02151019,0.195943029,-0.165732926,-0.137711276,-0.035833724,-1.153670749,-0.292161438,-0.013265855,-0.486366014,-0.642399605,-0.667500583,0.995670648,0.672100359,-0.144490495,-0.174689139,0.044444444,0.069444444,0.108333333,0.074074074,1638713.811,136771.3647,98530.87156,2291533.102,190339.9427,146775.7059,360.0565649,360.6821773,360.8851509,cement
-0.994819444,0.176611111,0.168038889,-0.216723148,0.181715875,0.102308487,0.138679361,0.140901241,-0.218644827,0.032522276,0.35195867,0.055278706,-0.602948522,-0.670981217,-0.020379363,-0.431436367,-0.189347971,0.049570124,1.200971135,0.311649117,0.788639295,1.274448599,0,0.038888889,0.063888889,0.034259259,361.100027,13.1904545,12.844758,368.167099,14.997064,17.088852,16228.54769,-15.64897709,-17.94046871,68.04392778,-17.43766389,-12.87763611,12.57620926,46.97234201,17.05164046,15.53010874,26.5180304,0.397315104,0.021477881,0.206660872,0.208484619,-0.635280609,-0.620792923,0.530306172,-0.241922453,-0.693254104,-0.711322027,0.908978287,0.642976638,-0.208410324,-0.260899707,0.038888889,0.072222222,0.086111111,0.065740741,1862131.355,156533.1076,98313.8632,2461095.728,214139.0031,146526.4042,360.0526672,360.6062335,360.8866607,cement
-0.951461111,-0.243394444,0.217861111,-0.325664815,0.186617594,0.29255968,0.16119487,0.213457382,0.062684724,0.435218857,0.442484234,0.313462605,-0.416543744,-0.814304292,0.190313056,-0.346844993,-0.063221748,-0.249160267,0.599455035,-0.237726183,1.135782454,0.21150866,0,0.025,0.044444444,0.023148148,333.249542,33.4854145,21.3780335,338.437574,52.139528,26.44101,-5650.45541,-60.96992562,-28.53697213,48.31136111,14.74142222,-17.59745833,15.151775,48.4856041,25.21957569,19.70521382,31.13679787,0.476937326,0.076320342,-1.430695468,-0.292479267,-0.121938814,0.050538778,6.264285509,2.064295158,0.524833448,-0.543473753,1.638332068,-0.480365559,1.323216876,-0.602504312,0.058333333,0.077777778,0.041666667,0.059259259,1411259.667,192577.2393,181459.9523,1686542.91,307201.1498,251267.757,360.07686,360.4223684,360.5165245,cement
-0.955975,-0.385425,0.221875,-0.373175,0.171771253,0.183099168,0.16462261,0.173164344,-0.125259797,0.228503633,0.061199973,0.054814603,-0.595757657,0.354991862,-0.253358707,-0.164708167,0.022358716,-0.253251611,0.774837191,-0.483930811,0.619491273,0.187763451,0,0.016666667,0.038888889,0.018518519,335.3000285,58.464268,22.756708,339.621683,65.547985,27.478483,-5999.700853,-80.13962683,-29.74921433,59.86514444,26.02368889,-19.93593333,21.9843,47.24093731,18.26896893,15.00287857,26.83759494,0.377798287,0.394310784,-0.265530134,0.168859646,-0.441340076,-0.438309636,-0.390847432,-0.423499048,0.897396026,-0.479324944,2.103175923,-0.392425125,2.040991079,-0.551840935,0.027777778,0.044444444,0.05,0.040740741,1841180.408,317154.6309,180616.3987,2093595.004,363955.5393,224110.0092,360.0619137,360.35644,360.5792179,cement
-0.958177778,-0.373177778,0.224933333,-0.368807407,0.174124083,0.171182786,0.155497413,0.166934761,-0.427700565,0.465043914,0.03187814,0.02307383,-0.246393394,-0.110762861,-0.34270308,-0.233286445,-0.025947294,-0.25460961,0.779293758,-0.401451173,0.624436264,0.254244342,0,0.025,0.038888889,0.021296296,335.730564,54.394236,20.9920755,341.432586,60.683472,26.918802,-6619.970393,-72.98644704,-29.09431327,61.36074444,25.28847778,-22.34625,21.43432407,47.96236404,16.16390854,13.20437884,25.77688381,0.429390755,0.237462045,0.076543258,0.247798686,-0.327518449,-0.539352536,-0.116662632,-0.327844539,0.8886746,-0.598497435,2.11135033,-0.473516969,2.03804099,-0.898279953,0.016666667,0.027777778,0.027777778,0.024074074,1637136.938,258468.8853,202699.601,2183590.556,324280.4571,242535.7835,360.0593616,360.4000982,360.5351485,cement
-1.016244444,0.204513889,0.134294444,-0.225812037,0.211610809,0.118244027,0.155868131,0.161907656,-0.79576461,-0.39901413,0.365601977,-0.276392254,-0.071260662,1.736991111,-0.223243817,0.480828877,-0.101377811,0.072906152,1.303133157,-0.113765901,0.488296289,0.974899688,0,0.027777778,0.086111111,0.037962963,376.0321225,17.717019,12.6844895,387.911486,20.090729,15.238754,5003.249736,-21.27821468,-15.91232049,-65.47308889,6.968102778,13.78036389,-14.90820741,59.31373353,20.29186768,19.31579949,32.97380023,-0.018495624,0.013870952,0.63738618,0.210920503,-0.578077866,-0.175535441,-0.085734189,-0.279782499,-0.582139342,-0.704528156,1.027861945,0.556731397,-0.10563775,-0.338913801,0.055555556,0.108333333,0.113888889,0.092592593,2501089.322,118049.3313,137767.878,2809743.967,165713.1662,202679.474,360.0461311,360.7837769,360.6405711,gravel
-0.8324,0.391272222,0.450675,0.003182407,0.200809393,0.218885988,0.215817226,0.211837536,-0.560053085,1.89309605,0.639270715,0.657437893,0.223423687,6.944571341,1.441461636,2.869818888,-0.209725852,-0.160532873,0.567687793,0.369881114,1.211295167,1.248799035,0,0.005555556,0.011111111,0.005555556,256.3162305,64.8344145,81.3494515,263.957102,72.36181,89.886611,-989.3970163,-90.56603923,-119.7985042,61.65433056,-28.61250278,-34.29241667,-0.416862963,70.90880931,29.78592678,38.16284408,46.28586005,-0.260508042,-0.324492059,0.425303451,-0.053232217,-0.152475201,-0.640277801,0.78820908,-0.001514641,-0.6674142,-0.748453813,0.48537788,0.617577216,0.130253247,0.075314255,0.086111111,0.105555556,0.083333333,0.091666667,2038639.806,432255.3341,694342.6947,3178553.657,614115.6298,947654.1032,360.0407779,360.211159,360.1368107,gravel
-0.862330556,0.357977778,0.454125,-0.016742593,0.185094808,0.221522483,0.202643333,0.203086875,-0.71311395,0.921496455,0.760838143,0.323073549,0.841412101,3.967497084,1.072134539,1.960347908,0.048461783,-0.278523706,0.686352629,0.233118514,1.367554751,0.998247837,0,0.022222222,0,0.007407407,272.1227545,53.8678265,83.1491365,280.034667,63.799308,89.025781,-1260.702311,-77.54117901,-118.2742819,20.352775,-8.093102778,-12.93766944,-0.225999074,85.24653939,38.22215703,43.7536725,55.74078964,-0.527608422,0.321644506,0.404454929,0.066163671,-0.271159069,-0.680329774,-0.405233442,-0.452240761,-0.811491447,-0.809443493,0.337516933,0.770619488,0.04956428,0.075459192,0.066666667,0.063888889,0.061111111,0.063888889,1592012.113,278336.3692,399201.4673,2765234.854,549515.3763,749436.1732,360.0468737,360.2359988,360.1730131,gravel
-0.928361111,0.275141667,0.365591667,-0.095875926,0.239005318,0.194670047,0.19737527,0.210350211,-0.125836719,0.8484923,0.374634248,0.365763276,0.989806904,1.985203083,1.258301072,1.411103686,-0.011390869,-0.015800109,1.110858431,0.189496468,1.090322105,1.095735747,0.005555556,0.027777778,0.016666667,0.016666667,318.088783,34.1211355,52.458163,330.832042,40.895771,62.141135,-4083.231851,-46.13689266,-75.10539799,14.17304444,-6.060441667,2.332219444,3.481607407,87.16444095,39.17264267,35.40741848,53.91483403,-0.000138835,-0.404184285,0.262053705,-0.047423139,-0.187879393,-0.666328485,0.587278674,-0.088976401,-0.729566708,-0.777089752,0.576291173,0.644862817,-0.029429822,-0.131062161,0.075,0.066666667,0.102777778,0.081481481,1144542.245,171573.8566,182301.4301,2807465.384,565640.9592,453284.8311,360.0461686,360.2292665,360.2861402,gravel
-0.913286111,0.375655556,0.288277778,-0.083117593,0.25990808,0.240193656,0.265248857,0.255116864,-0.694226393,1.341012503,-1.897000422,-0.416738104,0.623788518,3.380522577,13.02777539,5.677362161,-0.350605282,0.071096259,0.762603903,0.104301715,0.692758677,1.21034711,0,0.016666667,0.088888889,0.035185185,312.248968,61.9255765,44.1415195,324.591743,71.571632,55.245972,-3300.163221,-89.33166907,-65.26099114,-56.58221944,21.53983333,13.79514722,-7.082412963,75.01122759,39.85108487,33.25918636,49.37383294,0.296338388,-0.524066764,-0.295896611,-0.174541662,-0.369543611,1.633054393,1.551675987,0.93839559,-0.614846763,-0.719944513,0.538020784,0.399584189,0.142191096,-0.097640221,0.088888889,0.116666667,0.133333333,0.112962963,2525438.947,536564.4507,313774.1209,3178163.456,738746.4187,466732.6432,360.0407829,360.1755179,360.2778894,gravel
-0.950675,0.285894444,0.326294444,-0.112828704,0.226983926,0.207602598,0.20405343,0.212879985,-0.459941232,1.198387907,-2.11946041,-0.460337912,0.445879638,1.569094089,17.62466699,6.546546904,-0.139252658,0.128614437,1.053734243,0.102727901,0.92519954,1.195854177,0,0.005555556,0.033333333,0.012962963,333.2357545,37.3413585,47.7219425,343.909677,44.94041,53.318112,-7694.530664,-51.35075431,-62.5877206,29.87594444,-15.21295278,-9.289888889,1.791034259,91.74742626,40.75513321,34.99424641,55.83226862,-0.518281475,0.474995547,0.494753641,0.150489238,-0.204526175,0.151216977,0.150498151,0.032396318,-0.755867321,-0.836917537,0.566959845,0.628953034,-0.117924827,-0.2893975,0.058333333,0.075,0.088888889,0.074074074,1667928.59,321048.3705,228187.086,3351658.421,681269.3334,471923.7541,360.0386716,360.1903337,360.2748303,gravel
-0.935234568,0.357851852,0.278246914,-0.099711934,0.174832567,0.125775531,0.18259329,0.161067129,-0.855777467,1.5109674,0.61207092,0.422420284,0.622806052,3.09262867,0.867630383,1.527688368,-0.413747127,-0.0553493,0.699626871,0.24488297,0.609392161,1.264793853,0,0,0.049382716,0.016460905,72.0433515,10.9135215,8.31008,73.32364,11.654072,8.971694,-773.7019681,-13.61262095,-10.0891893,-21.57930864,2.586864198,5.785135802,-4.402436214,26.81871221,22.1199121,18.45177747,22.46346726,0.246256072,0.030580893,0.042629962,0.106488976,-0.436653553,-1.101388759,0.784026865,-0.251338482,-0.122845377,-0.792084197,0.422286631,-0.017367916,0.823777031,-0.14134405,0.098765432,0.086419753,0.160493827,0.115226337,68894.83208,6380.442735,16075.60177,95977.70076,40174.57258,30288.80694,81.06841737,81.16364219,81.21719551,gravel
-1.007527778,0.243783333,0.125658333,-0.21269537,0.179537769,0.121801764,0.163744542,0.155028025,-0.792450257,0.006956166,0.554755294,-0.076912932,0.305455527,0.03233536,-0.03681962,0.100323756,-0.225837448,0.197882566,1.189672379,-0.099089159,0.419473213,1.207541036,0,0.022222222,0.097222222,0.039814815,372.4404395,23.5261445,10.502042,377.044572,26.735754,15.336825,7963.593684,-28.88060017,-16.01928317,-83.30560278,11.21530833,18.28848333,-17.93393704,51.27607337,23.14104004,20.19370572,31.53693971,0.048267994,0.108834678,0.168967742,0.108690138,-0.380246529,-0.405840744,-0.535127291,-0.440404855,-0.604239701,-0.659053846,0.760523978,0.558180897,0.108753152,-0.02166035,0.033333333,0.077777778,0.083333333,0.064814815,3239770.396,180431.153,213432.6529,3444861.296,238064.715,267211.5744,360.0376252,360.5452143,360.4856632,gravel
-1.011802778,0.153216667,0.170983333,-0.229200926,0.196154453,0.147691035,0.160025032,0.16795684,-0.899252709,0.066348071,0.527278754,-0.101875295,0.458956358,-0.408628101,-0.061126632,-0.003599459,-0.030251085,0.212152756,1.343418883,-0.145573342,0.70531079,1.072536623,0,0.066666667,0.055555556,0.040740741,374.15212,11.102011,14.810298,382.399715,16.303676,19.743592,6145.7879,-17.07706178,-20.88922634,-56.59722778,5.152902778,10.62071944,-13.60786852,53.99021713,18.86373479,19.82280624,30.89225272,-0.13589952,-0.018686694,0.323234192,0.056215993,-0.543144461,0.134154485,0.489350172,0.026786732,-0.563035807,-0.58653766,1.027520942,0.452675471,-0.082913751,-0.106995738,0.066666667,0.116666667,0.144444444,0.109259259,1602244.415,83743.77731,104907.081,2202548.306,137661.443,182067.5983,360.0588506,360.9439085,360.7132338,gravel
-1.009361111,-0.016791667,0.287802778,-0.246116667,0.206548468,0.10707564,0.15720801,0.156944039,-0.894698028,0.421152769,0.160438546,-0.104368904,0.611976908,0.628121446,-0.070905591,0.389730921,-0.044011753,0.060098992,1.346237329,-0.259340179,0.364554951,0.903840308,0,0.166666667,0.022222222,0.062962963,374.0748085,1.7653065,34.343007,382.129964,4.228975,38.716127,6216.313187,-4.279243932,-43.38159146,-78.95669722,-4.733213889,23.73200278,-19.98596944,52.76277076,14.97397725,24.82026809,30.8523387,-0.111827637,-1.261947149,0.176965273,-0.398936504,-0.867198365,3.301742487,0.145767163,0.860103762,-0.077660021,-0.779771641,1.045163886,0.056289412,0.397815472,-0.501737259,0.033333333,0.177777778,0.066666667,0.092592593,3016540.165,50898.36914,334359.5398,3246505.205,88784.39104,424531.319,360.0399243,361.4656589,360.3055369,gravel
-1.002661111,-0.01505,0.296186111,-0.240508333,0.191309367,0.098332897,0.145922492,0.145188252,-0.810526881,0.226884232,-0.089807415,-0.224483355,0.710843291,0.061159334,-0.154959741,0.205680961,-0.05587403,0.179681139,1.460411766,-0.205838198,0.396776239,1.102406761,0,0.180555556,0.033333333,0.071296296,368.2490855,1.565356,35.9889245,375.094288,3.56251,39.247051,8946.029364,-3.598116461,-44.04928592,-64.045,-2.935116667,20.161425,-15.60623056,47.61560285,13.49224319,22.74968709,27.95251104,-0.134301791,-0.525075229,-0.242116704,-0.300497908,-0.824792309,0.680044651,-0.242539177,-0.129095612,-0.052851416,-0.843281131,0.991615272,0.123349521,0.493045299,-0.563076089,0.033333333,0.158333333,0.061111111,0.084259259,1919129.824,32836.88724,225790.9961,2292842.757,68635.99305,332651.2755,360.0565326,361.8981782,360.3900193,gravel
