Accelerometer_Avg_x,Accelerometer_Avg_y,Accelerometer_Avg_z,Accelerometer_Avg_total,Accelerometereviation_x,Accelerometereviation_y,Accelerometereviation_z,Accelerometereviation_total,Accelerometer_Skewness_x,Accelerometer_Skewness_y,Accelerometer_Skewness_z,Accelerometer_Skewness_total,Accelerometer_Kurtosis_x,Accelerometer_Kurtosis_y,Accelerometer_Kurtosis_z,Accelerometer_Kurtosis_total,Accelerometer_Correlation_x_y,Accelerometer_Correlation_x_z,Accelerometer_Correlation_x_total,Accelerometer_Correlation_y_z,Accelerometer_Correlation_y_total,Accelerometer_Correlation_z_total,Accelerometer_Zero_x,Accelerometer_Zero_y,Accelerometer_Zero_z,Accelerometer_Zero_total,Accelerometerc_x,Accelerometerc_y,Accelerometerc_z,Accelerometer_Energy_x,Accelerometer_Energy_y,Accelerometer_Energy_z,Accelerometer_Entropy_x,Accelerometer_Entropy_y,Accelerometer_Entropy_z,Gyroscope_Avg_x,Gyroscope_Avg_y,Gyroscope_Avg_z,Gyroscope_Avg_total,Gyroscopeeviation_x,Gyroscopeeviation_y,Gyroscopeeviation_z,Gyroscopeeviation_total,Gyroscope_Skewness_x,Gyroscope_Skewness_y,Gyroscope_Skewness_z,Gyroscope_Skewness_total,Gyroscope_Kurtosis_x,Gyroscope_Kurtosis_y,Gyroscope_Kurtosis_z,Gyroscope_Kurtosis_total,Gyroscope_Correlation_x_y,Gyroscope_Correlation_x_z,Gyroscope_Correlation_x_total,Gyroscope_Correlation_y_z,Gyroscope_Correlation_y_total,Gyroscope_Correlation_z_total,Gyroscope_Zero_x,Gyroscope_Zero_y,Gyroscope_Zero_z,Gyroscope_Zero_total,Gyroscopec_x,Gyroscopec_y,Gyroscopec_z,Gyroscope_Energy_x,Gyroscope_Energy_y,Gyroscope_Energy_z,Gyroscope_Entropy_x,Gyroscope_Entropy_y,Gyroscope_Entropy_z,class
-0.788222222,0.592441667,-0.313355556,-0.169712037,0.174271677,0.159177389,0.197343626,0.176930897,-0.23965654,0.436784941,-0.703786209,-0.168885936,0.119876662,-0.38504657,0.477692149,0.070840747,-0.196364342,0.315437631,1.160139482,0.116117394,0.835759471,1.530533892,0,0,0.022222222,0.007407407,228.5314195,131.1957915,42.1363595,234.59936,135.476845,49.369036,-673.4875484,-217.2233158,-57.21532951,-0.844738889,0.320941667,1.619302778,0.365168519,69.38629433,45.79812128,30.38755994,48.52399185,-0.224824208,0.360691867,0.258888264,0.131585308,0.024280153,-0.348559657,0.426409831,0.034043442,-0.882087118,0.788480567,1.091179022,-0.778108548,-0.804786535,1.019318343,0.088888889,0.083333333,0.05,0.074074074,1106811.384,486324.918,194500.7661,1733461.713,755125.53,333369.3387,360.0747792,360.171709,360.3891783,cement
-0.773438889,0.624355556,-0.258075,-0.135719444,0.210564998,0.180906333,0.249533192,0.213668174,-0.293300006,0.593234102,0.826262224,0.375398773,0.317791213,0.083495285,6.568432883,2.323239794,-0.065118304,0.356569,1.346763438,0.343962626,1.184195027,1.810466913,0,0,0.025,0.008333333,225.2292155,145.5958025,33.501799,231.31632,152.116906,46.393027,-647.1207165,-263.4273192,-53.25611724,-16.1878,8.000961111,-8.119438889,-5.435425926,63.98822653,43.0756941,22.90420129,43.32270731,-0.680928931,0.86943304,-0.374498687,-0.061998192,1.134417337,0.681560202,0.045308621,0.62042872,-0.74673823,0.640186301,1.07299192,-0.648333225,-0.451410283,0.829615365,0.091666667,0.088888889,0.088888889,0.089814815,1050026.113,428318.1204,109253.0302,1568353.681,691031.0883,212589.9808,360.0826534,360.1876436,360.6106583,cement
-0.853380556,0.567530556,-0.029883333,-0.105244444,0.179048309,0.17691107,0.165681347,0.173880242,-0.890671529,-0.488575737,-0.014933187,-0.464726818,0.71075456,0.728611468,0.394863318,0.611409782,-0.191786631,-0.100446868,0.738881868,-0.045527324,0.776563045,0.803094219,0,0.005555556,0.152777778,0.052777778,269.15038,122.6601255,5.5360025,273.714001,127.219845,10.203596,-1141.981799,-196.7484909,-10.50123591,-41.33316667,25.63696389,2.931061111,-4.255047222,33.00358302,30.31454685,13.14208992,25.48673993,0.401348157,-0.086544368,0.248706354,0.187836715,-0.185999537,-0.202170125,-0.515217413,-0.301129025,-0.480686952,-0.029836384,0.707805843,0.256230583,0.699091391,0.78177501,0.058333333,0.080555556,0.1,0.07962963,729313.6847,337620.2436,27453.16598,1007160.177,567441.2406,65270.03281,360.1287246,360.2285387,361.9966097,gravel
-0.987263889,-0.42425,-0.060483333,-0.490665741,0.225711332,0.265120096,0.2526967,0.247842709,-0.542660116,-1.010674834,2.465457245,0.304040765,1.70065489,3.584723256,9.747502355,5.010960167,-0.027798093,0.075504762,0.957951532,-0.467373104,0.567868673,0.588393252,0,0.033333333,0.077777778,0.037037037,359.3022845,75.9908555,12.277225,369.228813,90.099622,24.304988,14402.97606,-120.1771711,-26.06471758,2.914963889,-4.193383333,3.204688889,0.642089815,127.1462754,60.34934427,33.5894159,73.69501184,0.32443537,0.550838987,0.798876411,0.558050256,-0.231125596,1.174727962,4.704039039,1.882547135,0.704827245,0.118648269,2.356570128,0.373980957,2.205404425,0.966749378,0.044444444,0.080555556,0.122222222,0.082407407,2682235.187,488194.4431,194912.7436,5822882.047,1317466.014,409866.8008,360.0222584,360.0983975,360.3164783,gravel
-0.980555556,-0.373766667,-0.083916667,-0.479412963,0.16232381,0.23085005,0.185669595,0.192947818,-0.634780233,-0.279522142,2.244615945,0.443437856,1.535789329,1.504310684,6.82729877,3.289132928,0.006420542,-0.234119633,0.623676887,-0.331739242,0.882613587,0.368412478,0,0.030555556,0.080555556,0.037037037,349.967927,65.5219285,11.176614,355.621758,69.477576,14.945474,-29240.92201,-86.09293223,-15.59281283,-14.10854444,-9.636438889,0.986122222,-7.586287037,118.9729502,51.69080363,30.32134937,66.99503439,-0.214910996,-0.223511277,0.718179946,0.093252558,-0.559378602,-0.52744509,3.455047692,0.789408,0.811598482,0.131833279,2.46171216,0.209480877,2.307645837,0.848334192,0.038888889,0.066666667,0.088888889,0.064814815,3026869.427,800804.5417,103757.024,5167301.002,995328.0484,331328.3994,360.0250825,360.1302554,360.3915782,gravel
-1.002163889,-0.308447222,-0.067427778,-0.459346296,0.197034792,0.206922483,0.184866484,0.196274586,-0.777401951,-0.78376896,0.568326448,-0.330948154,1.277503977,3.367131545,4.703741577,3.1161257,0.01066171,-0.090344012,0.93002035,-0.221804196,0.856040774,0.617345821,0,0.038888889,0.083333333,0.040740741,369.3908135,41.7448705,8.2619215,375.535861,49.664377,13.939964,8701.990186,-57.61238606,-14.50149257,31.91859167,5.515630556,0.629094444,12.68777222,111.3667731,39.56708242,27.22038989,59.38474847,0.001959247,0.055746394,0.08428338,0.047329673,-0.058734326,0.975087675,5.337486702,2.084613351,0.623111009,0.030418957,2.304454884,0.35630069,1.998149214,0.75281669,0.047222222,0.077777778,0.113888889,0.07962963,1729242.7,277421.111,154126.0712,4831687.672,574551.4289,266884.3388,360.0268249,360.2257087,360.4862595,gravel
-1.003102778,-0.284222222,-0.136925,-0.47475,0.182358447,0.154112641,0.240805448,0.192425512,-1.101765574,0.633892448,-1.98482206,-0.817565062,2.019028426,1.14797288,7.331354233,3.499451847,-0.100859466,0.060458671,0.942564757,-0.040264389,0.654924495,1.276469753,0,0.022222222,0.086111111,0.036111111,367.663464,34.465503,15.903356,374.209123,37.631872,27.624859,9480.900706,-42.02485526,-29.92085753,13.99606667,3.090663889,2.029266667,6.371999074,113.3946556,35.11015489,27.19463048,58.56648033,-0.39641318,0.831385711,-0.058582247,0.125463428,-0.257095971,1.136561755,0.349929883,0.409798556,0.539531221,0.571023502,2.524762503,0.343913129,1.803808282,1.776109586,0.05,0.113888889,0.080555556,0.081481481,2794365.894,300221.5158,174760.6551,4699525.61,447219.0646,267719.706,360.0275794,360.2900243,360.4847402,gravel
-1.004958333,-0.291938889,-0.144869444,-0.480588889,0.185095714,0.163414662,0.299948777,0.216153051,-0.550118004,0.649159422,-2.82920585,-0.910054811,2.073532666,2.918441631,14.01543089,6.335801728,-0.233815122,-0.087407395,0.558257922,-0.015374385,0.534459063,1.301196729,0,0.038888889,0.063888889,0.034259259,370.753228,35.0409645,20.3845355,375.912603,40.29576,39.944313,8504.487737,-45.37466754,-44.9295334,-3.074138889,0.165286111,0.994452778,-0.638133333,123.3693133,42.30988247,26.23198066,63.97039214,0.081337709,0.735987053,-0.20718729,0.203379157,0.306648696,1.422517965,0.228289598,0.65248542,0.549340469,0.625774602,2.548478222,0.261124217,1.827899445,1.789601324,0.058333333,0.113888889,0.094444444,0.088888889,1913875.48,289793.201,90776.45459,5482597.605,644455.2507,248078.0684,360.02364,360.2012125,360.5231754,gravel
-1.014275,-0.283647222,-0.137311111,-0.478411111,0.191274946,0.17288238,0.286878677,0.217012001,-1.085791558,1.039424822,-2.393412267,-0.813259668,2.809268479,3.425548021,9.973780219,5.402865573,-0.153500558,0.136701302,0.939828636,-0.103082155,0.525083847,1.360317041,0,0.038888889,0.069444444,0.036111111,377.3581115,34.359966,25.5072715,383.522357,39.723863,36.415338,5869.651945,-44.65081543,-40.51342112,-13.38848889,-2.760075,-2.744980556,-6.297848148,120.5585722,42.83492519,24.70312639,62.69887458,0.123475896,0.860480441,0.431397297,0.471784545,-0.526478664,1.335065015,0.164302802,0.324296384,0.599182251,0.510844926,2.533442058,0.233587144,1.927336263,1.535841748,0.055555556,0.122222222,0.105555556,0.094444444,4139316.452,487766.3684,128230.6955,5296903.545,663281.5787,222400.5739,360.0244688,360.1954982,360.5836771,gravel
-0.9703,-0.37225,-0.011633333,-0.451394444,0.21996329,0.211531489,0.3340852,0.255193326,-0.638110822,-0.468000747,-1.73192119,-0.946010919,0.603661211,1.528859144,6.512567427,2.881695927,-0.241458248,0.136557682,0.840575146,-0.362686669,0.145972822,1.126217642,0,0.022222222,0.075,0.032407407,346.4865695,56.1115905,16.898417,356.351738,65.993628,40.229372,-35163.76447,-80.80677272,-45.29050717,22.40506667,9.598977778,-0.113002778,10.63034722,108.1764477,41.18562836,25.54711129,58.30306245,-0.334192214,0.07245101,0.200991174,-0.02025001,0.590918708,1.053189742,0.091253549,0.578454,0.544156389,0.193133623,2.324438391,0.016350595,1.723206976,0.808071276,0.069444444,0.088888889,0.088888889,0.082407407,1912590.33,262339.4066,141958.9383,4393487.107,643822.6889,234960.3593,360.0295006,360.2014103,360.5524288,gravel
-0.892241667,-0.547955556,0.153044444,-0.429050926,0.218518039,0.212063652,0.156737495,0.195773062,-0.927121856,-0.287103796,1.106527337,-0.035899438,2.526687935,-0.442198935,1.865413115,1.316634038,-0.047092004,-0.587225828,0.59503197,-0.202922351,0.868187158,-0.074649676,0,0,0.072222222,0.024074074,293.990879,116.096133,12.043559,303.784317,124.281462,17.276128,-1945.406482,-189.8082633,-18.14698826,11.57924444,5.255888889,-3.070805556,4.588109259,72.82463862,44.07182044,26.56713971,47.82119959,-0.167571395,-0.4003393,0.126776222,-0.147044824,-1.050284727,-0.655402337,-1.276528996,-0.99407202,0.947176133,-0.634840605,2.043079573,-0.659367349,1.997692998,-1.018887392,0.030555556,0.038888889,0.041666667,0.037037037,1294149.297,454915.4337,135746.4464,1957502.481,709181.9008,257487.3932,360.066219,360.1828386,360.5040303,gravel
-0.872863889,-0.534238889,0.174725,-0.410792593,0.174868016,0.203096648,0.131179158,0.169714608,-0.354570953,-0.013234154,0.552488917,0.06156127,0.496219199,-0.47597322,-0.034943179,-0.004899067,-0.282631072,-0.420894859,0.366815564,-0.115839513,0.815944987,0.200639726,0,0,0.041666667,0.013888889,281.231923,112.1910005,14.971203,285.289269,117.597398,17.185247,-1374.690563,-174.6477263,-18.0467406,-3.050230556,-2.166427778,-0.329333333,-1.848663889,67.50209419,40.86518195,23.8092785,44.05885155,0.097755953,-0.258246827,0.179363801,0.006290976,-0.94925342,-0.588665524,-0.393567411,-0.643828785,0.949602384,-0.60269652,2.087162871,-0.652155905,2.029965985,-0.987871153,0.027777778,0.022222222,0.05,0.033333333,184819.6028,71567.4314,44446.31626,1643701.186,602876.3418,204116.4731,360.0788637,360.2150979,360.6360534,gravel
-0.875488889,-0.540977778,0.145547222,-0.423639815,0.200696481,0.215794281,0.129749258,0.182080007,-0.612966984,-0.452861865,0.910568148,-0.051753567,1.222580163,0.544584994,1.077988352,0.948384503,-0.112392722,-0.465789797,0.637120441,-0.256662313,0.878381516,-0.105005347,0,0.005555556,0.055555556,0.02037037,282.561564,112.3182785,9.986248,290.433554,122.120686,13.686791,-1502.967098,-184.8140816,-14.22771246,-9.005144444,-5.474091667,2.652666667,-3.942189815,68.90536158,39.54064329,22.59024608,43.67875032,0.121852813,-0.238061375,-0.115107527,-0.077105363,-1.12979798,-0.688328132,-0.987111972,-0.935079361,0.925286579,-0.668725285,2.069315599,-0.616064559,2.046322272,-1.095454886,0.022222222,0.027777778,0.05,0.033333333,1437144.248,448181.8878,142269.2279,1738454.933,573634.1345,186248.1091,360.0745644,360.2260699,360.6971936,gravel
-0.825694444,0.616766667,0.006213889,-0.067571296,0.14564327,0.169755137,0.140701976,0.152033461,-0.601443042,0.13693859,-0.016123692,-0.160209381,0.557839344,0.954108865,0.553849894,0.688599368,-0.202442597,-0.07583006,0.661750114,0.112952424,1.027164439,0.978942996,0,0,0.180555556,0.060185185,250.0859175,141.9261435,3.7250695,253.07398,147.318454,7.140837,-852.052969,-249.3617544,-7.285346647,-39.17474167,26.12559722,2.817530556,-3.410537963,36.0130277,29.55093834,10.78172878,25.44856494,0.060320452,0.045811785,0.892002679,0.332711638,-0.468455095,-0.394645917,0.618510225,-0.081530262,-0.603741404,-0.094820704,0.673891499,0.32539281,0.444688315,0.667330793,0.044444444,0.058333333,0.136111111,0.07962963,871819.6551,425780.8972,24049.91065,1019375.478,560089.7233,44706.29544,360.1271816,360.2315403,362.9224538,gravel
-0.854490196,-0.548882353,0.16480719,-0.41285512,0.202717006,0.220148656,0.152405844,0.191757169,-0.857780084,-0.538918528,1.481368977,0.028223455,1.705209017,0.446360426,2.831784463,1.661117969,0.036270791,-0.524728577,0.681749065,-0.341568736,0.9149295,-0.152074943,0,0.006535948,0.04248366,0.016339869,229.11337,100.138057,11.6660005,236.00179,107.019604,15.419019,-1031.69135,-164.5790213,-16.23719418,4.803009804,1.79972549,-2.675277778,1.309152505,68.50646453,40.91701439,24.35863258,44.59403717,0.029176734,-0.349292118,0.191114078,-0.043000435,-1.040695034,-0.676404781,-0.974075276,-0.897058364,0.934511958,-0.563294628,2.085992271,-0.582227864,2.035134197,-0.853336437,0.026143791,0.029411765,0.045751634,0.033769063,1151178.013,405994.4378,148634.9078,1443158.603,513296.97,183753.0282,306.0648964,306.1825295,306.5104253,gravel
-0.832925,0.628980556,-0.005219444,-0.069721296,0.160321145,0.153630336,0.162019338,0.158656939,-1.120957046,-0.130379555,-0.373362017,-0.541566206,2.428981658,0.340305057,0.664270077,1.144518931,-0.098000713,-0.101653564,0.811785601,-0.033771298,0.8348021,0.885771693,0,0,0.180555556,0.060185185,255.025324,146.9921265,4.9022215,259.008093,150.918775,9.459903,-923.2711437,-259.8547957,-9.715194094,-47.01103611,31.8728,4.432608333,-3.568542593,38.81710141,31.33267714,10.90084164,27.0168734,0.056899381,-0.213074794,0.365494615,0.069773067,-0.689210075,-0.019234639,-0.415066334,-0.374503683,-0.522050486,-0.009348451,0.827555275,0.403273028,0.572390657,0.857744902,0.086111111,0.058333333,0.152777778,0.099074074,920229.8141,469229.2936,24245.54325,1338049.756,719140.3332,49851.49144,360.0968835,360.1803054,362.6186319,gravel
-0.8082,0.634341667,-0.00255,-0.058802778,0.156406891,0.154881182,0.17102897,0.160772348,-0.955987502,0.010556075,-0.049967732,-0.33179972,0.967715881,0.067340372,0.289647621,0.441567958,-0.352026462,-0.043252533,0.587707909,0.035762798,0.658933538,1.056170186,0,0,0.161111111,0.053703704,239.5739105,148.6973895,4.525647,243.954128,153.495911,10.532668,-756.7997428,-267.5904784,-10.85011425,-50.22963611,33.97920278,3.957797222,-4.09754537,37.96442449,34.75666034,10.6434822,27.78818901,0.106544651,-0.047387257,0.457764485,0.172307293,-0.529904486,-0.328845003,-0.040036565,-0.299595351,-0.572723556,-0.13006014,0.600045351,0.433777639,0.634458213,0.74788918,0.052777778,0.066666667,0.097222222,0.072222222,1091181.888,585724.3474,28196.24832,1427152.994,850540.1973,46421.234,360.0908331,360.1524383,362.8136459,gravel
0.264005556,0.768722222,0.379725,0.470817593,0.391913801,0.216257037,0.210126759,0.272765866,-1.912171313,-0.031456825,-0.209502132,-0.71771009,3.192475061,0.771207929,-0.238841163,1.241613942,0.238748104,0.436885061,1.962657605,0.448633359,1.481474182,1.753768433,0.002777778,0,0.022222222,0.008333333,52.4775995,218.5794985,59.1116425,80.38633,229.572346,67.803959,-103.4966524,-633.6543059,-83.53783698,16.47524444,36.41815833,19.73266389,24.20868889,34.67653055,35.35435305,27.58049384,32.53712581,-0.597401431,-0.148470361,0.073313326,-0.224186155,0.945939503,-0.627575579,1.128938346,0.48243409,0.422548238,0.53887674,1.981672786,0.763809623,2.184369539,2.251915706,0.113888889,0.072222222,0.063888889,0.083333333,236712.3227,664128.6292,260239.094,530602.3623,927436.5129,414022.1992,360.2444165,360.1397943,360.3132991,gravel
0.303408333,0.852255556,0.381152778,0.512272222,0.169514199,0.180490231,0.174982909,0.17499578,0.828149522,0.037427169,-0.139083452,0.242164413,0.936395541,-0.056293444,0.27735352,0.385818539,0.241616393,-0.01502268,1.202856927,0.185306316,1.450738294,1.176498835,0.005555556,0,0.016666667,0.007407407,37.8252355,267.2351,58.058265,43.485005,273.209852,63.322725,-49.4592738,-1133.257046,-76.83831193,-27.8789,-49.87429444,-27.48249722,-35.07856389,32.12512093,44.54251525,26.3632777,34.34363796,-0.049052745,0.0760188,0.126975221,0.051313759,-0.069209732,-0.923541443,-0.792025086,-0.59492542,0.611512365,0.523903044,2.130677632,0.82741513,2.504126059,2.33082114,0.1,0.047222222,0.069444444,0.072222222,419533.6478,1034522.765,331236.8679,651332.3256,1609733.128,522111.6232,360.1990868,360.0805282,360.2483941,gravel
0.287058333,0.862277778,0.376472222,0.508602778,0.16350817,0.164083043,0.164617551,0.164069588,0.312409775,0.43258614,0.820153284,0.5217164,-0.205485252,0.564746971,1.588027595,0.649096438,0.032722689,0.068505755,1.098038095,0.187740925,1.221060673,1.259367482,0.030555556,0,0,0.010185185,35.2766755,273.091642,55.244699,39.289467,277.360636,60.778898,-44.102724,-1208.259891,-73.12453277,-19.77767222,-41.046925,-21.34925556,-27.39128426,29.59194592,39.69287556,24.67406316,31.31962822,0.316616796,-0.203305783,-0.114028399,-0.000239129,0.579981851,-1.002356687,-0.788959846,-0.403778227,0.475135959,0.503011629,1.943279746,0.867220626,2.399483454,2.362149256,0.138888889,0.061111111,0.044444444,0.081481481,350721.0593,1086836.207,348172.9439,456062.2496,1173734.792,383256.0381,360.2843962,360.1104506,360.3384731,gravel
0.024941667,0.587930556,0.276275,0.296382407,0.509179988,0.558781226,0.216089011,0.428016742,-1.195230735,-1.243557261,-0.354579566,-0.93112252,0.289389626,0.147130466,-0.061953777,0.124855438,0.901176003,0.696584194,2.717801189,0.748762712,2.755596432,2.311055134,0.025,0.002777778,0.033333333,0.02037037,36.795608,164.6913815,34.824004,93.559085,236.843567,44.288041,-126.411781,-692.3201821,-50.50076282,-14.78811667,-32.12884722,-14.92528889,-20.61408426,35.41776687,46.15561156,29.94468365,37.17268736,0.836775568,-0.135736961,0.146404712,0.282481106,1.243643627,-0.531506254,-0.433305035,0.092944113,0.542603773,0.561161446,2.078563142,0.890759736,2.476198267,2.446240392,0.1,0.077777778,0.077777778,0.085185185,270753.7286,811231.356,263343.9826,530318.3777,1138537.189,403001.3979,360.2445475,360.1138663,360.3218745,gravel
-0.964438889,-0.435272222,-0.107005556,-0.502238889,0.188427061,0.223641077,0.201093124,0.204387087,-0.829460865,0.140673661,2.875513216,0.728908671,2.255828709,1.217843326,16.50893751,6.660869848,-3.61E-05,-0.048837388,0.87382291,-0.125534634,0.97065877,0.801499447,0,0.022222222,0.072222222,0.031481481,342.4335635,77.214826,8.892879,347.632966,86.211806,18.679908,-10119.47309,-113.3586138,-19.70222978,21.49878333,8.636552778,-3.669538889,8.821932407,104.1686354,60.44542326,33.35185774,65.98863878,-0.195003833,0.08059298,-1.056481453,-0.390297435,-0.660779833,-0.272442099,3.267138367,0.777972145,0.765620081,0.171097395,2.366366151,0.027257051,2.138369546,0.800477247,0.047222222,0.058333333,0.108333333,0.071296296,2232206.426,607418.502,178261.4302,4072788.819,1342166.125,405292.2948,360.0318238,360.0965862,360.3200535,gravel
-0.867375,0.398022222,0.229558333,-0.079931481,0.323770574,0.273552005,0.252911891,0.28341149,-1.39837046,0.258373555,0.919096544,-0.073633454,3.366197137,-0.028167828,1.602742275,1.646923861,-0.101687427,-0.36419713,0.719250972,0.425029898,1.228333135,0.886567294,0,0.030555556,0.052777778,0.027777778,289.699774,69.082726,29.349477,308.580039,83.97086,41.998123,-2160.421982,-109.5156461,-47.54476427,-38.61861944,14.42955556,11.64916667,-4.179965741,60.78922625,28.51219477,23.4139995,37.57180684,-0.855602787,0.903087783,0.534808417,0.194097804,0.224024427,0.750945379,1.114400855,0.696456887,-0.818087316,-0.274869149,0.825831331,0.313906227,-0.369130502,0.416670728,0.061111111,0.063888889,0.080555556,0.068518519,1260110.277,242784.9306,181997.7558,1867222.007,367616.6367,246210.6444,360.0694213,360.3528867,360.5271493,snow
-0.997430556,-0.064652778,-0.342061111,-0.468048148,0.31809093,0.352496704,0.294920934,0.321836189,-1.202102563,-2.088488139,-0.993133574,-1.427908092,2.315080394,7.221975576,1.9915964,3.842884123,0.076808449,0.355638323,1.398384818,0.280711981,1.428418028,1.575324105,0,0.15,0.05,0.066666667,373.518137,28.5977345,56.5936355,394.577839,46.236207,73.434298,4108.065343,-53.0495707,-92.25230757,-36.61320556,-7.582702778,-6.312597222,-16.83616852,111.0669671,27.53564573,38.69081862,59.09781047,0.186930978,0.134214242,-0.041227479,0.093305914,-0.500584209,0.656768448,1.29027334,0.482152526,-0.35380276,0.4051013,1.979743067,-0.172809787,-0.312131799,1.335510769,0.102777778,0.141666667,0.158333333,0.134259259,3018677.47,168896.7019,287338.9498,4923503.278,293655.3001,553258.1985,360.0263246,360.4418755,360.2344012,snow
-0.961708333,0.145275,-0.330722222,-0.382385185,0.304466192,0.395466854,0.367971248,0.355968098,-1.276217724,2.342752867,-2.914260167,-0.615908341,2.724733274,13.35354521,20.2418687,12.10671573,-0.201588607,0.21687273,0.855547198,-0.40081652,0.524207041,0.773923326,0,0.141666667,0.075,0.072222222,346.0425305,31.2230995,61.82768,366.329729,63.899589,88.12081,20834.81022,-77.68936207,-116.6823088,-34.36184444,6.067072222,-7.995361111,-12.09671111,81.91590909,36.85530108,41.32272634,53.3646455,0.123719884,0.688386342,-1.56279534,-0.250229705,-0.448356412,2.9507637,6.088317402,2.863574897,-0.233627756,0.292764571,1.60037263,0.031654157,0.356518945,1.245607933,0.116666667,0.130555556,0.141666667,0.12962963,1613546.328,251413.6487,352023.2168,2840742.906,502244.1298,637737.6641,360.0456277,360.2582269,360.2033331,snow
-0.985386111,0.264133333,-0.310847222,-0.344033333,0.29189997,0.220190672,0.333837804,0.281976149,-1.160991402,0.726390663,-1.804102714,-0.746234484,2.457889506,1.322318912,8.02822664,3.936145019,-0.178040319,0.204637084,1.138439363,-0.518982886,-0.017857533,0.990495733,0,0.083333333,0.077777778,0.053703704,365.8877025,33.073845,54.222771,380.228897,42.570126,74.906523,6766.676548,-48.27915271,-94.58774211,-36.16360556,6.901394444,-10.79855278,-13.35358796,97.53013686,44.33294745,43.58555089,61.81621173,-0.098450277,0.080691604,-0.326922722,-0.114893798,0.153821655,-0.356759197,-0.189623767,-0.130853769,-0.441373823,0.489756313,1.606520851,-0.300571268,-0.191128927,1.262231035,0.130555556,0.1,0.1,0.110185185,2075299.032,346884.7474,363933.3726,3895176.227,724694.2108,725871.2358,360.033275,360.1789229,360.1786327,snow
-0.914741667,0.352608333,-0.351980556,-0.30470463,0.326381997,0.297107331,0.313126026,0.312205118,-1.202996396,2.130639042,-0.749048133,0.059531504,2.040795179,5.832958046,1.267053422,3.046935549,-0.127933533,0.137605776,1.061673681,-0.353468325,0.463387654,0.810428877,0,0.022222222,0.052777778,0.025,320.277495,63.6033235,64.4120665,339.579909,76.537945,79.897759,-5986.69062,-97.20405153,-102.6881939,-31.63139444,15.72155278,-4.883147222,-6.930996296,100.2121009,50.93242198,41.7654202,64.30331437,0.596187687,0.988946457,-0.204235762,0.460299461,0.501656954,2.877682117,0.202766373,1.194035148,-0.53646571,0.243856618,1.291898838,-0.002078543,-0.04532807,1.02789319,0.102777778,0.122222222,0.141666667,0.122222222,2393771.024,633829.3221,335606.3782,3975483.703,1022860.379,636550.3626,360.0326028,360.1267481,360.2037126,snow
-0.900097222,0.366061111,-0.366758333,-0.300264815,0.256543453,0.262337879,0.306626872,0.275169402,-1.003942402,1.139219935,-0.7491602,-0.204627556,1.783320338,1.641217125,1.348566289,1.591034584,-0.187517539,0.132606848,0.901304146,-0.397481654,0.335622077,0.859004655,0,0.033333333,0.033333333,0.022222222,304.837371,63.641523,66.833325,315.356239,73.015884,82.271417,-2542.981225,-91.59293764,-106.642643,-37.05258611,16.60520833,-13.73699167,-11.39478981,79.40558496,38.41755122,37.52688645,51.78334088,0.554168709,1.834530007,0.288829158,0.892509291,1.43020605,9.059324603,0.216891327,3.568807327,-0.680382789,0.383247075,1.306385657,-0.263781777,-0.492582181,1.116671766,0.086111111,0.127777778,0.116666667,0.110185185,1561489.383,313794.4833,258587.8718,2764130.782,630590.8268,574909.9727,360.0468925,360.2056389,360.2255678,snow
-0.9025,0.36535,-0.388733333,-0.308627778,0.324034823,0.271482524,0.298457546,0.297991631,-1.491921761,1.427457629,-0.451537128,-0.17200042,4.18434974,3.007971993,1.218708208,2.803676647,-0.195457595,0.369792537,1.279696594,-0.011254912,0.687228507,1.393420654,0.005555556,0.027777778,0.038888889,0.024074074,314.829502,60.528928,69.6073495,331.021734,74.586018,86.468584,-4112.317288,-94.07726381,-113.8029799,-41.81816944,16.34710278,-19.41384167,-14.96163611,79.67936648,41.36575273,43.03205301,54.69239074,0.400381234,1.13675124,-0.661403386,0.291909696,2.4697706,3.98881839,2.657470816,3.038686602,-0.675028497,0.372859538,1.239682798,-0.224928858,-0.404064267,1.159885542,0.097222222,0.105555556,0.091666667,0.098148148,1900560.79,415533.7262,431669.0442,2915121.866,712207.1765,802315.7406,360.0444633,360.1820615,360.1616049,snow
-0.957166667,0.285408333,-0.365775,-0.345844444,0.36515572,0.269261433,0.337558434,0.323991863,-1.251744367,1.072456675,-0.494614928,-0.224634207,2.851203632,2.730455646,1.367709803,2.316456361,-0.178887137,0.327283257,1.319371215,-0.259568799,0.359021778,1.195017425,0,0.061111111,0.061111111,0.040740741,359.1805125,39.0010115,71.0277615,377.822422,55.425469,89.185337,7631.738936,-65.51161312,-118.556067,-19.23905278,9.770788889,-6.402597222,-5.290287037,89.50257902,42.10277971,41.11728619,57.57421497,0.961519504,0.435730191,-0.1512735,0.415325398,3.610091993,1.946119571,1.414101639,2.323437734,-0.566674855,0.44774752,1.459927077,-0.128170281,-0.241186013,1.316483759,0.102777778,0.1,0.152777778,0.118518519,1282318.408,322779.0333,315980.3603,3017107.009,672520.4549,623384.8109,360.0429602,360.1928111,360.2080174,snow
