Accelerometervg_x,Accelerometervg_y,Accelerometervg_z,Accelerometervg_total,Accelerometer_Deviation_x,Accelerometer_Deviation_y,Accelerometer_Deviation_z,Accelerometer_Deviation_total,Accelerometer_Skewness_x,Accelerometer_Skewness_y,Accelerometer_Skewness_z,Accelerometer_Skewness_total,Accelerometer_Kurtosis_x,Accelerometer_Kurtosis_y,Accelerometer_Kurtosis_z,Accelerometer_Kurtosis_total,Accelerometer_Correlation_x_y,Accelerometer_Correlation_x_z,Accelerometer_Correlation_x_total,Accelerometer_Correlation_y_z,Accelerometer_Correlation_y_total,Accelerometer_Correlation_z_total,Accelerometer_Zero_x,Accelerometer_Zero_y,Accelerometer_Zero_z,Accelerometer_Zero_total,Accelerometer_Dc_x,Accelerometer_Dc_y,Accelerometer_Dc_z,Accelerometer_Energy_x,Accelerometer_Energy_y,Accelerometer_Energy_z,Accelerometer_Entropy_x,Accelerometer_Entropy_y,Accelerometer_Entropy_z,Gyroscopevg_x,Gyroscopevg_y,Gyroscopevg_z,Gyroscopevg_total,Gyroscope_Deviation_x,Gyroscope_Deviation_y,Gyroscope_Deviation_z,Gyroscope_Deviation_total,Gyroscope_Skewness_x,Gyroscope_Skewness_y,Gyroscope_Skewness_z,Gyroscope_Skewness_total,Gyroscope_Kurtosis_x,Gyroscope_Kurtosis_y,Gyroscope_Kurtosis_z,Gyroscope_Kurtosis_total,Gyroscope_Correlation_x_y,Gyroscope_Correlation_x_z,Gyroscope_Correlation_x_total,Gyroscope_Correlation_y_z,Gyroscope_Correlation_y_total,Gyroscope_Correlation_z_total,Gyroscope_Zero_x,Gyroscope_Zero_y,Gyroscope_Zero_z,Gyroscope_Zero_total,Gyroscope_Dc_x,Gyroscope_Dc_y,Gyroscope_Dc_z,Gyroscope_Energy_x,Gyroscope_Energy_y,Gyroscope_Energy_z,Gyroscope_Entropy_x,Gyroscope_Entropy_y,Gyroscope_Entropy_z,class
-0.393733333,0.915316667,0.114725,0.212102778,0.156640622,0.142182687,0.132711841,0.14384505,-0.253011771,0.403503059,-0.186743635,-0.012084116,0.018979318,0.173035196,-0.692262547,-0.166749345,0.259603667,0.293741381,1.616563993,0.389436029,1.630434548,1.627409039,0.005555556,0,0.088888889,0.031481481,60.4841175,306.1476845,8.149315,64.6424,308.887386,11.078733,-78.79013101,-2175.577617,-11.4304981,-23.14587222,47.53733056,8.906130556,11.0991963,19.00170615,37.68569499,17.24861673,24.64533929,-0.187647574,0.132828288,-0.23676427,-0.097194519,-0.583682562,-0.40439871,0.046618893,-0.313820793,-0.145793607,-0.247852413,0.374604762,0.032864136,1.439713537,0.559030884,0.061111111,0.027777778,0.105555556,0.064814815,257965.728,1070701.572,66712.55122,322846.6455,1324803.385,135660.2185,360.4018771,360.0978524,360.9578698,cement
-0.446391667,0.289722222,0.121913889,-0.011585185,0.166471768,0.851934039,0.132424196,0.383610001,-0.355251575,-0.608960269,-0.422619566,-0.462277137,0.389717238,-1.513247205,-0.361888611,-0.495139526,0.489047595,0.071755841,1.544824872,0.06973758,2.457135105,0.53122008,0.005555556,0.002777778,0.080555556,0.02962963,76.0864055,92.3442285,7.6765605,81.712213,291.503006,11.663699,-105.7049502,-1532.053832,-12.05424651,-17.72951389,16.52147778,5.668911111,1.486958333,25.46604335,47.25039562,16.04647313,29.58763737,-0.225426348,-0.30427572,-0.025102554,-0.184934874,0.953833923,0.695377149,0.465799195,0.705003422,0.066686605,-0.220956499,0.847361991,-0.019189981,1.643953773,0.321514389,0.122222222,0.044444444,0.138888889,0.101851852,194840.84,498700.5089,60928.81954,346627.8095,902001.2812,104265.3072,360.3742768,360.1437379,361.2472895,cement
-0.483066667,0.791316667,0.371077778,0.226442593,0.176060378,0.155237613,0.159853317,0.163717102,0.635832626,1.090261788,-0.274235255,0.483953053,3.312774758,1.384050636,-0.377739021,1.439695457,0.06001533,0.322316477,1.447010537,0.152682242,1.161825456,1.46779109,0.008333333,0,0.016666667,0.008333333,90.634597,229.467402,56.001699,95.166238,234.101082,58.770648,-129.363588,-669.3972503,-70.23695778,-23.72454444,30.88354167,15.91722222,7.692073148,33.1689857,42.23979601,24.37778479,33.26218883,-0.760486814,0.420404587,0.703603163,0.121173645,0.195956045,-0.280670151,0.434771922,0.116685938,-0.304261735,-0.414469027,0.30705121,0.470751287,1.311507689,0.917399213,0.152777778,0.033333333,0.083333333,0.089814815,382683.2458,632858.1986,214471.5857,598692.8238,985677.6647,305148.3676,360.2166019,360.1315312,360.4252131,gravel
-0.833408333,0.323294444,0.499894444,-0.003406481,0.103078866,0.105023553,0.113978994,0.107360471,0.05925843,0.808862152,-0.139651853,0.24282291,1.006443118,0.846422552,-0.14662886,0.568745603,0.059204562,0.028771075,1.048579956,0.071471008,1.110953447,1.159186633,0,0,0,0,252.330684,39.1946885,91.7564755,253.870093,41.597728,94.63884,-861.1449502,-47.03227143,-128.3909914,-39.28105278,18.72708889,24.31349167,1.253175926,41.92874507,16.73541573,29.49261277,29.38559119,0.385923043,-0.187066983,-0.119952633,0.026301142,-0.277288395,-0.487349809,-0.555444809,-0.440027671,-0.815336449,-0.880528581,0.078768609,0.755249645,0.164150753,0.177385274,0.033333333,0.033333333,0.038888889,0.035185185,989794.4097,195268.1108,390303.1582,1188367.477,227080.0792,525945.6307,360.1090902,360.57163,360.2465821,gravel
-0.837355556,0.335861111,0.501644444,5.00E-05,0.096903252,0.125921372,0.122449383,0.115091335,-0.278011947,1.742330952,-0.012149597,0.484056469,1.461798296,3.648355369,0.758211423,1.956121696,0.150652875,-0.007550801,0.998763958,0.291245618,1.530810035,1.376226392,0,0,0,0,253.937539,43.02847,92.8793855,255.799644,46.317196,95.99076,-883.7577469,-53.15621496,-130.8919097,-45.64702222,22.03258611,26.62556944,1.003711111,40.60896843,18.34607185,31.78644699,30.24716242,0.472738121,-0.284758737,-0.203208106,-0.005076241,-0.517907454,-0.084500831,-0.695933771,-0.432780685,-0.785739911,-0.854151002,-0.031629346,0.740785422,0.330111004,0.353446659,0.022222222,0.033333333,0.052777778,0.036111111,1101397.106,237072.5325,458156.7033,1343786.024,295924.7531,618947.6978,360.0964698,360.4384826,360.2095095,gravel
-0.836277778,0.367638889,0.480769444,0.004043519,0.101327744,0.134659355,0.121606376,0.119197825,-0.633737481,1.65424768,-0.283846206,0.245554664,1.753433423,3.935414653,1.283048656,2.323965577,0.204609315,0.12896475,1.212800974,0.373533058,1.684728363,1.551821972,0,0,0,0,253.6636525,52.312108,85.964901,255.46602,55.184938,88.533853,-879.7882488,-65.1758399,-117.4075937,-39.11030833,20.13141389,20.70786944,0.576325,46.06506853,23.38518889,36.20783284,35.21936342,0.308042666,-0.14717483,-0.039668505,0.040399777,-0.456895323,-0.654259046,-0.509491184,-0.540215184,-0.819741794,-0.850252236,-0.110465909,0.80877118,0.423277913,0.452994336,0.033333333,0.05,0.044444444,0.042592593,904432.1964,223518.0718,378070.9701,1314578.433,342770.7185,626336.2858,360.0986137,360.3784928,360.2070366,gravel
-0.835669444,0.372558333,0.459511111,-0.0012,0.111560617,0.114449367,0.118935066,0.114981683,-0.35150399,0.743290958,0.173757115,0.188514694,1.600164383,0.354690014,0.579317387,0.844723928,0.196540088,0.04664215,1.214122883,0.300113792,1.496495349,1.378361507,0,0,0,0,253.308074,52.9711655,78.7196995,255.884109,54.683413,81.106564,-884.7667571,-64.47742939,-104.6936187,-40.27541667,20.97720556,21.36796667,0.689918519,39.6295002,18.91249419,28.66107479,29.06768973,-0.034428663,0.20440012,-0.003547628,0.05547461,-0.509167799,-0.22722007,-0.678605285,-0.471664385,-0.770783392,-0.779938356,0.092824447,0.719291891,0.309017069,0.39067815,0.027777778,0.044444444,0.055555556,0.042592593,995132.1487,250268.8864,308095.1734,1149338.331,287181.2122,460096.9947,360.1127959,360.4518494,360.2819003,gravel
-0.875038889,0.006616667,0.539344444,-0.109692593,0.149788939,0.175630144,0.118653245,0.148024109,-0.779830936,1.167434003,0.463699866,0.283767644,0.88728873,1.191347975,0.587444882,0.888693862,0.064324783,-0.060771865,1.039530194,-0.190772847,1.098668782,0.513732724,0,0.086111111,0,0.028703704,279.6274525,4.7811195,107.141742,283.726722,11.120302,109.789568,-1339.153405,-11.47475403,-157.9640152,-33.66715833,2.295966667,23.60883333,-2.587452778,66.00490174,13.73294098,42.57386664,40.77056979,-1.047298368,0.20185472,0.627058959,-0.072794896,1.741125398,0.420297155,0.181598527,0.781007027,-0.099759621,-0.931404385,0.612731752,0.04350025,0.220754601,-0.449000395,0.063888889,0.105555556,0.069444444,0.07962963,1495434.172,29187.70796,644885.836,1976444.857,69791.44716,853168.0076,360.0655842,361.8665894,360.1519686,gravel
-0.871038889,-0.033363889,0.563444444,-0.113652778,0.141550261,0.109914554,0.131006731,0.127490515,-0.28054416,-0.690926967,0.796629677,-0.058280483,0.034531312,2.164324491,0.774783227,0.99121301,0.10645475,0.238907171,1.447555797,-0.01228468,0.967710232,1.282243136,0,0.152777778,0,0.050925926,278.3014455,2.8555905,116.863165,280.34828,4.749969,120.467666,-1267.083508,-4.813479777,-181.0543029,-44.49106111,-0.182844444,28.88684167,-5.26235463,73.43063425,14.469326,49.57237577,45.82411201,-0.270078874,0.542142402,0.10954608,0.127203202,-0.210382457,-0.031123197,-0.701229977,-0.31424521,-0.16707732,-0.918055742,0.556539619,0.181377674,0.244239423,-0.332065943,0.055555556,0.113888889,0.061111111,0.076851852,1678707.642,44364.2671,732491.9202,2653744.524,75382.13776,1185073.222,360.0488433,361.7274901,360.1093936,gravel
-0.8602,-0.046358333,0.560244444,-0.115437963,0.147615224,0.119898902,0.109483973,0.125666033,-0.83044501,-0.335556684,-0.099586348,-0.421862681,0.685253307,1.337304035,2.867818982,1.630125442,0.047670907,0.269875508,1.455269593,0.161688815,1.150972811,1.342510889,0,0.116666667,0.005555556,0.040740741,269.183675,3.6167165,115.372959,274.224346,5.948943,117.309808,-1150.918238,-6.048900117,-174.014164,-42.986275,-0.095788889,29.83763611,-4.414809259,74.33807502,13.18634173,50.06662404,45.86368027,-0.339864666,0.863210331,0.277819121,0.267054928,-0.418740821,2.841603309,-0.442752748,0.66003658,-0.000408449,-0.922734286,0.613437437,-0.005379875,0.280976715,-0.405519297,0.063888889,0.127777778,0.069444444,0.087037037,1626918.77,32960.32284,878203.9839,2654628.925,62599.96217,1222902.494,360.048827,362.0822635,360.1060086,gravel
-0.878625,-0.050797222,0.566313889,-0.121036111,0.148878683,0.093546961,0.147098281,0.129841308,-0.983757916,-0.30957241,-0.647844733,-0.647058353,1.649688884,1.451562442,9.527916451,4.209722592,0.166283867,0.215413783,1.510467147,0.151988133,1.083324551,1.489409125,0,0.125,0.005555556,0.043518519,282.7770675,2.2356385,118.942427,285.892831,4.079301,123.245757,-1388.81866,-4.126054945,-187.4030723,-43.44755,0.315761111,29.70100278,-4.476928704,62.63405586,12.79845172,46.4547377,40.62908176,-0.437165075,0.459609867,0.207637287,0.076694026,0.015842988,0.099411825,-0.172085958,-0.018943715,-0.051568487,-0.926362386,0.466171929,-0.024855068,0.207089901,-0.29252943,0.055555556,0.105555556,0.055555556,0.072222222,1606389.99,33749.59147,737814.1054,2091857.24,59004.02574,1094469.2,360.0619652,362.2099438,360.1184525,gravel
-0.926477778,-0.186969444,0.215080556,-0.299455556,0.158507552,0.198030151,0.381773808,0.246103837,-0.524031053,-0.405718895,-0.02374648,-0.317832143,0.800119979,-0.128226748,-1.430919683,-0.253008817,0.278226163,0.458256796,1.578826107,0.738506711,2.129481706,2.440667216,0,0.044444444,0.047222222,0.030555556,312.3111435,15.320755,19.6336745,318.054858,26.702465,69.123919,-2729.749941,-28.84175966,-85.55055732,-44.63841944,-7.805741667,15.27160833,-12.39085093,53.23712137,15.82049694,38.47437074,35.84399635,-0.218615605,-0.194391809,1.133451454,0.240148013,0.243365025,1.548395544,1.370335417,1.054031995,0.216497658,-0.582528821,0.955523814,0.329978255,1.11711636,0.35382866,0.027777778,0.075,0.063888889,0.055555556,1410044.93,61467.78716,212358.3838,1737640.65,112038.3815,616859.7209,360.0745993,361.1604753,360.2102191,gravel
-0.969611111,-0.341638889,-0.179755556,-0.497001852,0.138531841,0.156206088,0.122641421,0.13912645,-1.186459279,-0.428465058,-1.298975442,-0.971299926,5.171420548,0.150914051,3.733774472,3.018703024,0.079789526,0.553215324,1.572975982,0.252685211,1.424956586,1.716067121,0,0.005555556,0.022222222,0.009259259,342.1123385,44.9389345,13.9118,345.36124,50.80229,17.047072,-8493.208878,-59.14928801,-17.89442637,-46.08510278,-16.034675,-8.690508333,-23.6034287,39.37248418,12.75656493,14.38263537,22.17056149,-0.239732222,-0.402439419,0.390755389,-0.083805417,-0.73542893,-0.86577215,0.297159567,-0.434680504,0.585000315,0.323445054,2.322316959,0.218866005,1.756263617,1.349061415,0.019444444,0.038888889,0.036111111,0.031481481,1067174.668,122100.4538,61975.58974,1322650.515,151142.6704,101658.6487,360.0980117,360.8595152,361.2793853,gravel
-0.467811111,0.791191667,0.378272222,0.233884259,0.179522477,0.151544637,0.19258745,0.174551522,-0.928304659,0.871448912,-0.442165887,-0.166340545,3.444249847,1.291789711,-0.03252502,1.567838179,-0.173182967,0.074076735,0.959852859,0.182748468,0.891710724,1.338174753,0.005555556,0,0.027777778,0.011111111,85.0737105,230.1715005,57.3939515,90.3872,233.622011,64.864728,-120.6893441,-665.495033,-79.12067548,-25.55271111,38.05541111,18.13896667,10.21388889,38.02881146,40.91257412,24.09245446,34.34461335,-0.25565337,0.406951293,0.625174397,0.258824107,1.200305015,-0.35211417,0.716655287,0.521615377,0.153432661,-0.275357685,1.096885083,0.237153056,1.527489464,0.679101282,0.097222222,0.061111111,0.15,0.102777778,406213.0088,822046.5705,227529.4052,755687.3566,1123939.093,327408.6505,360.1715812,360.1153457,360.3962713,gravel
-0.964572222,-0.365113889,-0.168233333,-0.499306481,0.134639726,0.156293299,0.105298734,0.132077253,-1.173846667,-0.853005161,-0.653651826,-0.893501218,3.070806821,1.144422788,0.641655588,1.618961732,-0.012681329,0.465209135,1.375283391,0.383120545,1.475863499,1.72485067,0,0,0.016666667,0.005555556,338.8432065,52.021781,11.245506,341.469874,56.784869,14.1805,-6634.016123,-67.41930316,-14.76197843,-45.50315556,-16.76493611,-7.919216667,-23.39576944,37.14331491,13.68033923,11.80874497,20.87746637,-0.299974936,-0.568213544,0.381548538,-0.162213314,-0.962007559,0.221902347,0.625980741,-0.03804149,0.770122815,0.351915304,2.482798124,0.198035489,2.137414725,1.32148404,0.022222222,0.022222222,0.061111111,0.035185185,1150440.36,151758.1001,55826.45809,1242058.683,168557.3151,72777.7621,360.1043731,360.7705236,361.7896162,gravel
-0.962311111,-0.371619444,-0.155025,-0.496318519,0.137845174,0.17983992,0.112385952,0.143357015,-1.582792383,-0.861820546,-0.804089611,-1.082900847,4.28863837,1.440688799,1.117666985,2.282331385,-0.048638927,0.573019381,1.349758027,0.237184563,1.393663861,1.632491862,0,0,0.027777778,0.009259259,335.7538105,53.1920785,10.313448,340.215828,61.359627,13.198807,-6190.691128,-73.96677649,-13.7011366,-54.60459167,-21.11934444,-9.405691667,-28.37654259,42.3286424,13.15432715,12.75309466,22.74535473,-0.151520619,-0.033010943,0.59408896,0.136519133,-1.087635781,-0.435387345,0.472038463,-0.350328221,0.688179449,0.322230194,2.439645933,0.246034732,1.996967456,1.302643243,0.033333333,0.033333333,0.044444444,0.037037037,1506632.149,194333.9098,56813.88539,1718415.143,222862.6917,90399.04528,360.0754341,360.5824649,361.4393755,gravel
-0.951124183,-0.417624183,-0.141522876,-0.503423747,0.140436868,0.16416861,0.117671337,0.140758939,-0.997179209,-1.09658833,-0.794779117,-0.962848886,1.733892351,1.612699764,0.867948316,1.40484681,-0.114922439,0.463889371,1.25147785,0.243858824,1.255511433,1.583220747,0,0,0.035947712,0.011982571,280.1453385,59.3651205,8.918121,282.854076,61.616555,10.365832,-3739.463901,-77.1519766,-10.72928956,-55.68079739,-25.51606863,-8.940928105,-30.04593137,46.77253403,18.21667325,12.76203933,25.9170822,-0.443798963,-0.320642372,-0.008818286,-0.257753207,-0.632960286,-0.878404658,0.385468454,-0.37529883,0.863699082,0.641630961,2.727729032,0.53954893,2.527283438,2.029608558,0.013071895,0.026143791,0.055555556,0.031590414,1456082.595,279579.5974,52457.82625,1618134.468,300772.5844,74299.81205,306.0578776,306.3116353,307.2654572,gravel
-0.472322222,0.788222222,0.402725,0.239541667,0.166257987,0.165442137,0.182142174,0.171280766,-0.652056092,1.085823852,-0.078462427,0.118435111,0.947321759,1.369469161,-0.553008433,0.587927496,-0.161241968,0.225870981,1.055123744,0.246765636,1.07181212,1.521014116,0,0,0.011111111,0.003703704,83.155721,227.9330495,63.6814355,90.2628,233.519534,70.330751,-120.4676552,-664.6641564,-87.40682847,-26.55130833,35.37222778,20.49867222,9.773197222,32.9369698,41.79476581,22.39162189,32.3744525,0.201347643,0.512450406,0.012279392,0.242025814,0.273948555,0.11844958,-0.411521346,-0.006374404,-0.052651431,-0.326341832,0.723690776,0.488068111,1.574983355,0.989718767,0.1,0.061111111,0.094444444,0.085185185,479611.6098,801336.6561,267277.8133,644333.7434,1079278.901,331768.9058,360.2012504,360.1201202,360.3910577,gravel
-0.468727778,0.783933333,0.429225,0.248143519,0.163982175,0.152786674,0.167650668,0.161473172,-0.944203742,1.317097773,-0.136177136,0.078905632,3.191913809,2.336084738,-0.72537267,1.600875292,-0.14905325,0.129856158,1.009327394,0.343959556,1.151953879,1.49558714,0.005555556,0,0,0.001851852,85.103471,226.777543,71.8149875,88.774518,229.642286,76.442705,-117.8312091,-634.1874249,-97.0504878,-28.65760833,39.14768611,23.51513611,11.3350713,35.03271207,38.15594978,23.78273666,32.3237995,-0.300852619,-0.037350654,0.559413279,0.073736668,0.100418665,-0.521077888,-0.171592396,-0.197417206,-0.083368897,-0.341268811,0.734300631,0.464600378,1.431910245,0.914324238,0.105555556,0.055555556,0.094444444,0.085185185,480613.4163,809407.5617,288181.6782,737477.795,1075830.419,402688.8682,360.1758199,360.1205054,360.3221245,gravel
-0.562916667,-0.20815,0.274730556,-0.16544537,0.151203041,0.785642744,0.180932238,0.372592675,-0.742975113,0.492182097,0.418450806,0.05588593,2.099946725,-1.598043086,-0.275812835,0.075363601,0.411663217,0.295876267,1.417517982,0.588073528,2.561212282,1.845675927,0,0.002777778,0.038888889,0.013888889,117.0004285,61.282369,33.110927,122.305512,237.80194,38.956807,-185.2377171,-700.5733021,-43.68399899,-21.61508056,-6.903338889,11.05058611,-5.822611111,28.44040428,46.1501289,19.29839698,31.29631005,-0.590402541,0.54177665,0.151847334,0.034407148,0.001199389,1.401578959,-0.035557002,0.455740449,0.270090853,-0.4859155,1.007394856,0.12526285,1.797304348,0.359775972,0.102777778,0.047222222,0.111111111,0.087037037,305528.9524,286117.8123,103056.1976,459384.589,783896.5748,178035.6886,360.2823378,360.1654039,360.7294189,gravel
-0.599633333,-0.820455556,0.205875,-0.404737963,0.1545277,0.129466633,0.131178413,0.138390915,-0.997438218,0.239674238,-0.577362634,-0.445042204,2.318455731,0.46444886,0.115231219,0.96604527,-0.024556837,0.028681452,1.120816317,-0.365200591,0.561926248,0.638258664,0,0,0.052777778,0.017592593,132.6579085,244.9048015,17.6276345,138.03802,248.367214,21.453225,-223.8837805,-800.9492573,-22.81268519,-31.33118889,-41.87148889,12.53348611,-20.22306389,30.29349659,32.65424639,17.43159998,26.79311432,0.023950279,-0.217887909,0.078047151,-0.03863016,-0.594441155,-0.373347497,-0.50733301,-0.491707221,0.74978248,-0.63227107,1.633090559,-0.653125658,1.64156931,-0.860274301,0.061111111,0.019444444,0.097222222,0.059259259,547623.0525,804452.9296,123198.353,683762.1598,1015027.7,165941.6227,360.1896394,360.1277265,360.7826956,gravel
-0.597675,-0.829833333,0.196916667,-0.410197222,0.164767437,0.144095088,0.138099858,0.148987461,-0.848961163,-0.348321262,-0.570134144,-0.589138856,1.433555383,1.02500756,-0.089444059,0.789706295,0.162124211,0.028442382,1.289079141,-0.248081051,0.916506127,0.718442847,0,0,0.069444444,0.023148148,131.925775,252.210252,18.751781,138.370937,255.379232,20.825188,-224.7608533,-878.7597843,-22.10384561,-33.25960278,-47.86734167,14.01886111,-22.36936111,30.35057299,33.82378082,17.83843775,27.33759719,-0.215145316,-0.356688834,0.075103028,-0.165577041,-0.446008426,-0.559621038,-0.354499877,-0.453376447,0.680884458,-0.65891975,1.522685422,-0.588814623,1.608973932,-0.807535893,0.066666667,0.027777778,0.069444444,0.05462963,548238.0026,1005255.369,140386.8526,729849.0449,1236718.997,185305.7982,360.1776586,360.1048239,360.7007458,gravel
-0.595130556,-0.825044444,0.220419444,-0.399918519,0.157927699,0.132372699,0.125082947,0.138461115,-1.055289796,-0.326068091,-0.382871678,-0.588076522,2.106258468,1.87371221,0.291472465,1.423814381,-0.095195231,0.131789592,1.168639151,-0.329997535,0.549335971,0.738210938,0,0,0.027777778,0.009259259,132.757865,248.741576,20.7219375,136.483753,251.359512,23.122971,-219.8236224,-832.9254221,-24.71011332,-26.89470556,-37.56670833,12.29937778,-17.38734537,30.86762641,33.1476453,16.3964534,26.80390837,0.084578358,0.072832007,0.036492443,0.064634269,-0.764567299,-0.750297823,-0.378924186,-0.631263103,0.769036467,-0.583229151,1.745882884,-0.657948307,1.719822209,-0.873599586,0.083333333,0.027777778,0.097222222,0.069444444,481671.3377,843108.8463,109724.3951,603408.797,903608.627,151242.6161,360.214908,360.1434821,360.8589459,gravel
-0.675008333,-0.426794444,0.309230556,-0.264190741,0.182879643,0.553765285,0.195429299,0.310691409,-0.232665899,0.509383435,0.145518713,0.140745416,-0.642540588,-1.561719888,-0.713351805,-0.972537427,-0.668414482,-0.451366253,-0.886652399,0.755590476,1.864198312,1.710067802,0,0.002777778,0.044444444,0.015740741,168.021379,93.1249065,38.7709505,176.069237,175.971416,48.173813,-344.6129635,-344.2384242,-55.61615221,-27.32555,-26.22061944,11.89864167,-13.88250926,36.62797951,38.14133643,20.40547326,31.72492973,0.140303592,-0.571420061,0.339988115,-0.030376118,0.577302915,-0.436188217,0.395899207,0.179004635,0.295120025,-0.779286575,1.008120131,-0.153635769,1.444163202,-0.441233222,0.055555556,0.030555556,0.083333333,0.056481481,521337.7477,380975.5088,129323.7783,751786.0437,771221.6743,200865.9645,360.1724721,360.1681235,360.6463648,gravel
-0.516652778,0.826005556,0.218316667,0.175889815,0.285130835,0.279517759,0.284960211,0.283202935,-0.793707367,1.46989913,-0.42866168,0.082510028,3.642833884,3.33466379,2.726974193,3.234823956,-0.05866841,0.236384587,1.186753853,0.070837436,0.999196696,1.314114442,0.016666667,0,0.088888889,0.035185185,107.3766295,256.6115235,30.5883415,125.362687,273.749528,46.391216,-192.3418179,-1142.600473,-53.2537308,-21.98893056,27.77331944,9.654052778,5.146147222,72.8383738,63.95425757,45.60358107,60.79873748,0.666664757,0.530783798,0.656133551,0.617860702,5.190318613,0.170205714,0.361386474,1.9073036,0.048505956,-0.185032474,1.110259778,0.275161423,1.316403961,0.817843645,0.136111111,0.072222222,0.147222222,0.118518519,1309013.956,1294971.965,396320.0028,2084019.035,1750141.56,782239.4429,360.0621983,360.0740664,360.1657545,snow
-0.773369444,-0.574463889,0.392958333,-0.318291667,0.271309755,0.256240509,0.262534106,0.263361457,-0.114845651,-2.64343624,0.00816552,-0.916705457,1.854516435,11.05413288,1.929041605,4.945896975,0.172894574,0.247542468,1.445164732,0.052070137,1.20298044,1.302534072,0.011111111,0,0.066666667,0.025925926,226.8181255,132.446396,67.5240325,241.815341,142.440465,80.402547,-736.5890251,-235.6990118,-103.5235357,-31.49295278,-28.842425,22.43482222,-12.63351852,102.1569276,47.98528248,36.40075943,62.18098985,1.516088157,0.188714464,-0.991249141,0.23785116,3.897363942,-0.321666245,2.665548291,2.080415329,0.781689641,-0.791462897,1.78280654,-0.604942856,1.701804932,-1.181727928,0.066666667,0.066666667,0.091666667,0.075,1824972.257,697128.5549,401080.1958,4114023.817,1128410.213,658201.1526,360.0315048,360.1148885,360.197008,snow
-0.778194444,-0.541566667,0.434947222,-0.294937963,0.269858185,0.255823476,0.243602614,0.256428092,0.48831393,-2.028981551,0.876634907,-0.221344238,4.385506684,6.029275546,4.706399374,5.040393868,0.216472876,0.330741747,1.582535596,-0.003625852,1.222008029,1.294430735,0.005555556,0,0.038888889,0.014814815,230.1909905,119.0363325,80.4690825,244.227612,129.146438,89.467675,-759.4379095,-201.3948465,-119.0555066,-38.52335,-31.52888611,26.42939167,-14.54094815,85.27199572,37.09837821,31.9370971,51.43582368,1.58016506,0.14114919,-0.17871072,0.514201177,4.231850996,0.473189549,1.698155165,2.13439857,0.713273456,-0.732198888,1.717654562,-0.603456553,1.529050633,-1.028198228,0.066666667,0.055555556,0.066666667,0.062962963,1388655.303,558296.1963,347303.1867,3151930.23,853329.717,618656.7294,360.0411224,360.1519397,360.2096081,snow
-0.796780556,-0.531586111,0.422258333,-0.302036111,0.25211363,0.223209974,0.235122574,0.236815393,0.013657705,-2.122849963,0.629829047,-0.49312107,1.738617407,7.060163868,1.68843661,3.495739295,0.043652632,0.283724797,1.38744122,-0.15030627,0.839789163,1.153234175,0.005555556,0,0.044444444,0.016666667,242.6606415,108.494727,74.9954145,251.431393,119.666335,84.090501,-833.715233,-179.250296,-109.7192394,-38.76987222,-33.20328889,26.58123333,-15.13064259,83.9851502,41.84595097,30.82763918,52.21958011,1.094892095,0.136691573,-0.923874206,0.102569821,1.424807661,-0.757256043,2.639395562,1.102315726,0.741915303,-0.741524246,1.76508236,-0.623548561,1.62646442,-1.101930893,0.063888889,0.080555556,0.047222222,0.063888889,1863459.121,708026.4817,430858.9621,3080379.041,1027275.122,596485.909,360.0420777,360.1262032,360.2174037,snow
-0.790033333,-0.516730556,0.421022222,-0.295247222,0.270975653,0.234375926,0.252448256,0.252599945,0.158830312,-2.217654132,0.413270157,-0.548517888,2.286146714,8.561555075,4.975576205,5.274425998,0.102558257,0.349974969,1.517670205,0.002304033,1.040175864,1.376971644,0.005555556,0,0.055555556,0.02037037,236.276602,108.1711615,71.642819,251.12897,115.899315,86.75634,-830.3993193,-170.9284568,-114.3019472,-40.27310833,-27.62483333,27.21836389,-13.55985926,86.42771028,42.21927441,29.76032196,52.80243555,1.107646235,-0.112282153,-0.939121591,0.018747497,3.403696554,0.673789691,3.359835397,2.479107214,0.791073608,-0.730049886,1.857864005,-0.664794502,1.719720987,-1.162888775,0.072222222,0.072222222,0.061111111,0.068518519,2525265.231,744861.7723,478015.5028,3273002.049,916415.4776,585545.7945,360.039601,360.1414761,360.2214681,snow
-0.768208333,-0.035375,0.7102,-0.031127778,0.220821392,0.188833395,0.239977659,0.216544149,-1.001918498,-0.252089865,1.263099968,0.003030535,2.447391865,1.525157383,3.247495764,2.406681671,0.273531321,-0.149781633,1.092289938,0.138668718,1.304640916,1.07639923,0.005555556,0.163888889,0,0.056481481,219.731875,7.188588,189.167403,230.006207,13.287399,202.310394,-636.9706784,-13.79662472,-461.8677393,-34.24665,-1.262872222,33.18709167,-0.774143519,61.96140922,19.78977861,61.52986986,47.76035256,-1.10792799,-0.218289553,0.932418837,-0.131266235,1.323801923,1.748717695,0.573402773,1.215307464,0.191873879,-0.842210292,0.291820733,-0.14628955,0.474815958,0.135055441,0.077777778,0.125,0.066666667,0.089814815,876645.934,65230.37345,916523.5914,1804337.737,141562.8661,1759430.858,360.0718412,360.9178284,360.0736753,snow
